Company,Website,Industry,HQ,Employees,Revenue_Cr,Logistics_Spend_Cr,Tier,Account_Type,Key_Locations
"Attero Recycling",,"Steel & Metals","Noida",500,600,20,Tier2,Penetration,"Roorkee (UK), Greater Noida, Bangalore"
"Wolkem India",,"Other","Udaipur",800,500,20,Tier2,Expansion,"Udaipur (RJ), Dungarpur"
"JK Lakshmi (AAC)",,"Cement","Delhi",600,400,20,Tier2,Expansion,"Sirohi (RJ), Udaipur, Durg (CG)"
"Orient Bell",,"Cement","Delhi",,1500,20,Tier2,Expansion,"Sikandrabad (UP), Hoskote (KA), Dora (AP), Morbi"
"Raj Petro Specialties",,"Other","Bangalore",350,500,20,Tier2,Penetration,"Silvassa, Peenya"
"Atlas Copco (Compressors)",,"Other","Pune",400,500,20,Tier2,Penetration,"Pan-India service"
"Continental Carbon",,"Chemical","",400,1200,20,Tier2,Penetration,"Vizag (AP)"
"Petra Buildcare",,"Cement","Bhopal",500,400,20,Tier2,Penetration,"Indore (MP), Nagpur, Raipur"
"Mahindra Sanyo",,"Steel & Metals","Mumbai",800,2500,20,Tier2,Penetration,"Khopoli (MH)"
"Tokai Carbon India",,"Chemical","",400,1200,20,Tier2,Expansion,"Pantnagar (UK)"
"Kwality Feeds",,"Agri & Food","Karnal",600,800,20,Tier2,Expansion,"Karnal (HR), Rohtak"
"Raajratna Metal Industries",,"Steel & Metals","Nagpur",600,500,20,Tier2,Penetration,"Nagpur (MH), Vizag (AP)"
"Captain Pipes",,"Cement","Mumbai",700,600,20,Tier2,Penetration,"Kolhapur (MH), Chennai"
"Wavin India",,"Cement","",400,600,20,Tier2,Penetration,"Bangalore (KA)"
"SDB Logistics",,"Other","Delhi",600,400,20,Tier2,Penetration,"North India"
"Namdhari Fresh",,"Agri & Food","Bangalore",500,300,20,Tier2,Expansion,"Bangalore (KA), Hosur (TN)"
"Sunflag Iron",,"Steel & Metals","Nagpur",1200,2500,20,Tier2,Penetration,"Bhandara (MH)"
"Nilachal Ispat",,"Steel & Metals","Bhubaneswar",1000,2000,20,Tier2,Penetration,"Duburi (OD)"
"Tirumalla Oils",,"FMCG","Eluru",500,500,20,Tier2,Penetration,"Eluru (AP), Kakinada"
"Neogen Chemicals",,"Chemical","Mumbai",500,800,20,Tier2,Penetration,"Vadodara (GJ), Dahej"
"Polyfibre Industries",,"Chemical","Surat",600,600,20,Tier2,Penetration,"Bharuch (GJ)"
"Thai Acrylic (India)",,"Chemical","Thailand",400,600,20,Tier2,Penetration,"Kota (RJ)"
"Duncans Industries",,"Agri & Food","Kolkata",10000,500,20,Tier2,Penetration,"Assam, Dooars"
"Kancor Ingredients",,"Agri & Food","Cochin",400,500,20,Tier2,Penetration,"Angamaly (KL)"
"Continental Coffee",,"Agri & Food","Chennai",600,500,20,Tier2,Penetration,"Bangalore, Chennai"
"Dalmia Steel",,"Steel & Metals","Kolkata",900,2000,20,Tier2,Penetration,"Rajgangpur (OD)"
"SQM India",,"Chemical","Mumbai",200,1500,20,Tier2,Penetration,""
"Wipro Furniture",,"Cement","Bangalore",800,600,20,Tier2,Expansion,"Bangalore, Hyderabad"
"OK Play India",,"Chemical","Delhi",800,500,20,Tier2,Penetration,"Bhiwadi (RJ), Haridwar, Chennai"
"Sudhakar Pipes",,"Cement","Hyderabad",800,600,20,Tier2,Expansion,"Hyderabad (TS), Vijayawada, Coimbatore"
"Suprajit Engineering",,"Chemical","Bangalore",1200,500,20,Tier2,Penetration,"Bangalore (KA), Hosur"
"Mangalam Timber",,"Cement","Kolkata",500,600,20,Tier2,Penetration,"Nagaland"
"Kitply Industries",,"Cement","Kolkata",800,600,20,Tier2,Penetration,"Yamuna Nagar (HR), Kolkata"
"Steelcase India",,"Cement","",400,600,20,Tier2,Penetration,"Pune (MH)"
"Sunflag Iron & Steel",,"Steel & Metals","Nagpur",1200,2500,20,Tier2,Penetration,"Bhandara (MH)"
"Uttam Galva (Sponge)",,"Steel & Metals","Mumbai",500,600,20,Tier2,Penetration,"Wardha (MH)"
"Rama Steel Tubes",,"Steel & Metals","Delhi",600,1500,20,Tier2,Penetration,"Sahibabad (UP), Khopoli (MH)"
"Birla Cable",,"Auto & Engineering","Kolkata",400,500,20,Tier2,Penetration,"Kolkata (WB)"
"Belden India",,"Auto & Engineering","",300,500,20,Tier2,Penetration,"Pune"
"Pranav Agro",,"Agri & Food","Pune",1200,800,20,Tier2,Penetration,"Pune (MH), Sholapur"
"Mahindra Sanyo Special",,"Steel & Metals","Mumbai",800,2500,20,Tier2,Penetration,"Khopoli (MH)"
"Mesco Steel",,"Steel & Metals","Kolkata",500,600,20,Tier2,Penetration,"Kalinganagar (OD)"
"Quaker Houghton",,"Other","",300,500,20,Tier2,Penetration,"Hosur (TN)"
"Growel Feeds",,"Agri & Food","Vijayawada",500,800,20,Tier2,Penetration,"Vijayawada (AP), Chennai"
"Indo Alusys",,"Steel & Metals","Delhi",600,900,20,Tier2,Expansion,"Bhiwadi (RJ), Hyderabad (TS)"
"Innovative Foods",,"FMCG","Bangalore",500,800,19,Tier2,Penetration,"Bangalore (KA), Noida (UP)"
"National Seeds Corp",,"Agri & Food","Delhi",1000,1500,19,Tier2,Penetration,"Pan-India"
"Atul Auto",,"Auto & Engineering","Rajkot",1000,1200,19,Tier2,Penetration,"Rajkot (GJ)"
"DSM Nutritional",,"Agri & Food","Mumbai",300,800,19,Tier2,Penetration,"Thane (MH)"
"Alltech India",,"Agri & Food","",400,800,19,Tier2,Penetration,"Bangalore, Hyderabad"
"Pepperfry",,"Cement","Mumbai",500,600,19,Tier2,Penetration,"Mumbai, Bangalore"
"Armstrong World (India)",,"Cement","",350,800,19,Tier2,Penetration,"Silvassa"
"Stanley Lifestyles",,"Cement","Bangalore",500,600,19,Tier2,Penetration,"Bangalore, Chennai"
"Stone India",,"Cement","Hyderabad",700,600,19,Tier2,Expansion,"Hyderabad (TS), Bangalore"
"H.B. Fuller India",,"Chemical","Pune",500,1000,19,Tier2,Expansion,"Pune (MH), Chennai"
"Prabhat Dairy",,"FMCG","Mumbai",800,1200,18,Tier2,Expansion,"Shrirampur (MH), Vilholi (MH)"
"Limagrain (Vilmorin)",,"Agri & Food","",400,1200,18,Tier2,Penetration,"Hyderabad"
"Scania India",,"Auto & Engineering","Bangalore",400,1500,18,Tier2,Penetration,"Bangalore (KA)"
"Gopaljee (Ananda)",,"FMCG","Agra",800,1500,18,Tier2,Penetration,"Noida, Agra, Lucknow"
"Supreme Industries",,"Chemical","Mumbai",5000,10000,18,Tier1,Penetration,"Pan-India"
"Stone India",,"Steel & Metals","Kolkata",600,500,18,Tier2,Penetration,"Kolkata (WB), Baroda (GJ)"
"Rajasthan State Mines",,"Cement","Jaipur",2000,500,18,Tier2,Penetration,"Bikaner, Jodhpur belt"
"Gowardhan (Parag)",,"FMCG","Pune",700,1500,18,Tier2,Penetration,"Manchar (MH), Govindgarh (MP)"
"Ankur Seeds",,"Agri & Food","Nagpur",600,1500,18,Tier2,Penetration,"Nagpur (MH), Jalna"
"Vesuvius India",,"Cement","",,1500,18,Tier2,Expansion,"Kolkata, Jamshedpur"
"Bhandari Marble",,"Cement","Kishangarh",500,600,18,Tier2,Penetration,"Kishangarh (RJ), Mumbai"
"Parryware (Roca)",,"Cement","Chennai",,1200,18,Tier2,Expansion,"Dewas (MP), Ranipet (TN)"
"SML (Sumitomo)",,"Chemical","Mumbai",400,500,18,Tier2,Penetration,"Mumbai"
"Kodak (SPPL)",,"FMCG","Noida",250,500,17,Tier2,Penetration,"Greater Noida (UP)"
"SMIORE (Sandur)",,"Steel & Metals","Bangalore",600,500,17,Tier2,Penetration,"Sandur (KA), Vyasanakere"
"Khaitan Chemicals",,"Chemical","Surat",500,800,17,Tier2,Penetration,"Surat (GJ)"
"Archidply",,"Cement","Delhi",700,500,17,Tier2,Penetration,"Yamuna Nagar, Chitradurga, Mysore"
"Bhuwalka Steel",,"Steel & Metals","Raipur",800,1800,17,Tier2,Penetration,"Bhilai (CG), Raipur (CG)"
"Flint Group",,"Chemical","Noida",300,500,17,Tier2,Penetration,"Greater Noida (UP)"
"SMC Power",,"Steel & Metals","Nagpur",400,500,17,Tier2,Penetration,"Chandrapur (MH), Nagpur"
"Zenith Steel Pipes",,"Steel & Metals","Mumbai",500,1200,17,Tier2,Penetration,"Khopoli (MH), Pithampur (MP)"
"Apcotex Industries",,"Chemical","Mumbai",400,800,17,Tier2,Penetration,"Taloja (MH)"
"Verka (Punjab Dairy)",,"Agri & Food","Chandigarh",500,800,17,Tier2,Penetration,"Mohali, Ludhiana"
"Gujarat Industries Power",,"Other","Baroda",1000,600,17,Tier2,Penetration,"Kutch, Bhavnagar"
"Sarda Mines",,"Other","Raipur",1000,2500,17,Tier2,Penetration,"Chhattisgarh, Odisha"
"Dutron Polymers",,"Cement","Rajkot",600,500,17,Tier2,Expansion,"Rajkot (GJ), Dholka"
"Kabra Extrusion",,"Cement","Mumbai",600,500,17,Tier2,Penetration,"Mumbai, Ahmedabad"
"Goa Carbon",,"Chemical","Mumbai",400,1000,17,Tier2,Penetration,"Goa, Paradeep"
"Rimjhim Ispat",,"Steel & Metals","Raipur",400,500,17,Tier2,Penetration,"Raipur (CG)"
"Ferro Alloys Corporation",,"Steel & Metals","Secunderabad",700,500,17,Tier2,Penetration,"Garividi (AP), Shreeramnagar (OD)"
"Balco (Scrap)",,"Steel & Metals","Delhi",200,600,17,Tier2,Penetration,"Korba (CG)"
"Lesso India",,"Cement","",400,500,17,Tier2,Penetration,"Vadodara (GJ), Rajasthan"
"Chettinad Silica",,"Other","Chennai",800,600,17,Tier2,Penetration,"Tamil Nadu, AP"
"Ajay Industrial Corp",,"Cement","Delhi",600,500,17,Tier2,Penetration,"Delhi, Haridwar"
"CLAAS India",,"Auto & Engineering","Faridabad",400,800,17,Tier2,Penetration,"Faridabad (HR)"
"Lomon Billions",,"Chemical","",50,800,16,Tier2,Penetration,""
"Somany Tiles (Stone)",,"Cement","Delhi",400,600,16,Tier2,Penetration,"Sikandra (UP), Morbi (GJ)"
"Bostik India (Arkema)",,"Chemical","Mumbai",400,800,16,Tier2,Penetration,"Chennai, Delhi"
"Topworth Steel",,"Steel & Metals","Nagpur",800,1800,16,Tier2,Penetration,"Nagpur (MH), Chandrapur (MH)"
"Classic Marble",,"Cement","Kishangarh",600,500,16,Tier2,Expansion,"Kishangarh (RJ), Udaipur"
"Kemin Industries",,"Agri & Food","",250,600,16,Tier2,Penetration,"Chennai (TN)"
"Indo-American Hybrid",,"Agri & Food","Bangalore",500,1000,16,Tier2,Expansion,"Bangalore (KA), Hyderabad"
"Haworth (India)",,"Cement","",300,500,16,Tier2,Penetration,"Pune (MH)"
"De Heus India",,"Agri & Food","",300,600,16,Tier2,Penetration,"Hyderabad, Bangalore"
"Jain Irrigation (Tissue)",,"Agri & Food","Jalgaon",600,1200,16,Tier2,Penetration,"Jalgaon (MH), Wakod"
"Madhucon Granites",,"Cement","Hyderabad",600,500,16,Tier2,Expansion,"Hyderabad, Chennai"
"HomeLane",,"Cement","Bangalore",800,500,16,Tier2,Penetration,"Bangalore, Delhi, Mumbai"
"Showa Denko Carbon",,"Chemical","",80,1500,16,Tier2,Penetration,""
"Mapei India",,"Chemical","",350,700,15,Tier2,Penetration,"Bangalore, Mumbai"
"Tattva Chintan",,"Chemical","Vadodara",350,600,15,Tier2,Penetration,"Dahej (GJ)"
"East-West Seed",,"Agri & Food","Thailand",400,1000,15,Tier2,Penetration,"Aurangabad (MH), Hosur (TN)"
"Bioseeds (DCM Shriram)",,"Agri & Food","Delhi",400,1000,15,Tier2,Penetration,"Kota (RJ), Hyderabad"
"Country Delight",,"FMCG","Gurugram",600,1000,15,Tier2,Penetration,"Gurugram, Mumbai, Bangalore"
"Meesho",,"Other","Bangalore",2500,20000,15,Tier1,Penetration,"All metros"
"Indian Oil (Hydrogen)",,"Chemical","Delhi",300,500,15,Tier2,Penetration,"All refinery locations"
"TRL Krosaki",,"Cement","Kolkata",,1200,15,Tier2,Expansion,"Belpahar (OD), Jharsuguda"
"Myntra (Flipkart)",,"Other","Bangalore",6000,15000,15,Tier1,Penetration,"Bangalore, Delhi, Mumbai"
"Eco Recycling (Ecoreco)",,"Steel & Metals","Mumbai",400,500,15,Tier2,Expansion,"Mumbai, Chennai, Bangalore"
"Cream Bell",,"FMCG","Delhi",600,1200,15,Tier2,Penetration,"Kosi (UP), Baddi (HP), Guwahati"
"Chitale Dairy",,"FMCG","Sangli",600,1200,15,Tier2,Penetration,"Bhilawadi (MH), Sangli"
"Nova Steel",,"Steel & Metals","Bhubaneswar",600,1500,14,Tier2,Penetration,"Sambalpur (OD)"
"Hindalco (Acid)",,"Chemical","Mumbai",300,800,14,Tier2,Penetration,"Dahej (GJ)"
"Furniture Manufacturers",,"Chemical","",4000,800,14,Tier2,Penetration,"Jodhpur, Saharanpur, Delhi"
"India Kawasaki",,"Auto & Engineering","Pune",300,600,14,Tier2,Penetration,"Chakan (MH)"
"Same Deutz-Fahr",,"Auto & Engineering","Chennai",400,600,14,Tier2,Penetration,"Ranipet (TN)"
"Coeclerici (India)",,"Other","",100,2000,14,Tier2,Penetration,"Port services"
"SAF Aluminium",,"Steel & Metals","Bangalore",400,600,14,Tier2,Penetration,"Bangalore (KA)"
"GMDC",,"Other","Ahmedabad",2000,2500,14,Tier2,Penetration,"Gujarat"
"Maithan Steel",,"Steel & Metals","Kolkata",700,1500,14,Tier2,Expansion,"Kalyaneshwari (WB)"
"Ultra Tech (Agrochem)",,"Chemical","Mumbai",200,500,14,Tier2,Penetration,"Gujarat"
"Vitro (Planned)",,"Cement","Mexico",,500,14,Tier2,Penetration,"Planned"
"Nilachal Ispat",,"Steel & Metals","Bhubaneswar",700,1500,14,Tier2,Penetration,"Duburi (OD)"
"Roquette India",,"Agri & Food","",200,500,14,Tier2,Penetration,"Goa"
"Hi-Tech Carbon",,"Chemical","Ahmedabad",350,800,13,Tier2,Penetration,"Kutch (GJ)"
"Etex (Siniat)",,"Cement","Belgium",200,500,13,Tier2,Penetration,"Upcoming India"
"SKP Industries",,"Steel & Metals","Delhi",500,1200,13,Tier2,Penetration,"Ghaziabad (UP)"
"Havmor (Lotte)",,"FMCG","Ahmedabad",500,1000,13,Tier2,Penetration,"Ahmedabad (GJ), Faridabad (HR)"
"Mersen India",,"Chemical","",300,800,13,Tier2,Penetration,"Hosur (TN)"
"Kirloskar Ferrous",,"Steel & Metals","Bangalore",800,1500,13,Tier2,Penetration,"Koppal (KA)"
"SEC Industries",,"Chemical","Vadodara",400,800,13,Tier2,Expansion,"Vadodara (GJ), Silvassa"
"IFFCO (Seeds)",,"Agri & Food","Delhi",400,800,12,Tier2,Penetration,"Gujarat, UP"
"DFM Foods",,"FMCG","Noida",400,500,12,Tier2,Penetration,"Noida (UP), Jammu"
"Royal Canin (Mars)",,"Agri & Food","Mumbai",150,600,12,Tier2,Penetration,""
"Finolex Industries",,"Chemical","Pune",2500,5000,12,Tier1,Penetration,"Pune, Ratnagiri"
"Nirmal Seeds",,"Agri & Food","Jalna",350,800,12,Tier2,Penetration,"Jalna (MH)"
"Orient Refractories",,"Cement","Kolkata",,800,12,Tier2,Expansion,"Bhiwadi (RJ), Bhuj (GJ), Surat"
"Tata Cliq/Croma",,"Other","Mumbai",8000,12000,12,Tier1,Expansion,"Pan-India"
"Kerry India (Feed)",,"Agri & Food","Ireland",200,500,12,Tier2,Penetration,"Bangalore"
"Sakata India",,"Agri & Food","",300,800,12,Tier2,Penetration,"Bangalore"
"JK Agri Genetics",,"Agri & Food","Delhi",350,800,12,Tier2,Penetration,"Secunderabad (TS)"
"Trent (Westside)",,"Other","Mumbai",12000,8000,12,Tier1,Penetration,"Pan-India"
"Namdhari Seeds",,"Agri & Food","Bangalore",400,800,12,Tier2,Expansion,"Bangalore (KA), Pune"
"Blinkit (Zomato)",,"Other","Gurugram",15000,8000,12,Tier1,Penetration,"All metros"
"BASF India (Adhesives)",,"Chemical","Mumbai",300,600,12,Tier2,Penetration,"Thane (MH)"
"Weber (Saint-Gobain)",,"Chemical","Chennai",300,600,12,Tier2,Penetration,"Gujarat, Maharashtra"
"Nitco Tiles",,"Cement","Mumbai",,800,12,Tier2,Expansion,"Alibag (MH), Morbi"
"Frontier Biscuits",,"FMCG","Delhi",800,1500,12,Tier2,Penetration,"Delhi, Ludhiana"
"Anabond",,"Chemical","Chennai",400,600,12,Tier2,Expansion,"Chennai (TN), Pune"
"Haifa India",,"Chemical","Mumbai",100,800,11,Tier2,Penetration,""
"Transpek Industry",,"Chemical","Vadodara",300,500,11,Tier2,Penetration,"Vadodara (GJ)"
"Pankaj Steel",,"Steel & Metals","Raipur",500,1200,11,Tier2,Penetration,"Raipur (CG)"
"MAN Trucks India",,"Auto & Engineering","Indore",350,800,11,Tier2,Penetration,"Pithampur (MP)"
"Wacker India",,"Chemical","Mumbai",200,500,11,Tier2,Penetration,"Mumbai"
"Huntsman India",,"Chemical","Pune",250,500,11,Tier2,Penetration,"Ankleshwar (GJ)"
"Mesco Steel",,"Steel & Metals","Kolkata",500,1200,11,Tier2,Penetration,"Rourkela (OD)"
"Bhuwalka Steel",,"Steel & Metals","Raipur",500,1100,11,Tier2,Penetration,"Bhilai (CG), Raipur (CG)"
"Prince Pipes",,"Chemical","Mumbai",2000,3500,11,Tier2,Penetration,"Pan-India"
"Sunflag Iron",,"Steel & Metals","Nagpur",600,1200,11,Tier2,Penetration,"Bhandara (MH)"
"BPL Medical",,"FMCG","Bangalore",1500,600,10.5,Tier2,Penetration,"Bangalore (KA), Palakkad (KL)"
"Ajeet Seeds",,"Agri & Food","Jalna",300,700,10,Tier2,Penetration,"Jalna (MH)"
"Schunk India",,"Chemical","",200,600,10,Tier2,Penetration,"Pune (MH)"
"Morgan Advanced India",,"Chemical","",200,600,10,Tier2,Expansion,"Bangalore"
"Ajio (Reliance)",,"Other","Mumbai",4000,8000,10,Tier1,Penetration,"Mumbai, Delhi, Bangalore"
"Suryoday Steel",,"Steel & Metals","Raipur",600,1200,10,Tier2,Penetration,"Bhilai (CG)"
"Swiggy Instamart",,"Other","Bangalore",12000,6000,10,Tier1,Penetration,"All metros"
"RAK Ceramics (India)",,"Cement","UAE",,700,10,Tier2,Expansion,"Samalkot (AP)"
"Hills Pet Nutrition",,"Agri & Food","",100,500,10,Tier2,Penetration,""
"Ashirvad Pipes (Aliaxis)",,"Chemical","Bangalore",1500,3000,10,Tier2,Penetration,"Bangalore, Kolhapur"
"Epsilon Carbon",,"Chemical","Bangalore",250,600,10,Tier2,Penetration,"Bellary (KA)"
"Shree Cement (Gypsum)",,"Cement","Kolkata",300,500,10,Tier2,Expansion,"Beawar (RJ), Ras (RJ)"
"IFGL Refractories",,"Cement","Kolkata",,700,10,Tier2,Expansion,"Kalunga (OD), Kandla (GJ), Bhiwadi"
"Danone India",,"FMCG","Gurugram",300,800,10,Tier2,Penetration,"Sonepat (HR)"
"Shakti TMT",,"Steel & Metals","Chandigarh",400,1000,10,Tier2,Penetration,"Dera Bassi (PB)"
"Dhanlaxmi Steel",,"Steel & Metals","Raipur",400,1000,10,Tier2,Penetration,"Bhilai (CG)"
"Baskin Robbins (India)",,"FMCG","Mumbai",400,800,10,Tier2,Penetration,"Pune (MH), Manesar (HR)"
"Nova Steel",,"Steel & Metals","Bhubaneswar",500,1000,10,Tier2,Penetration,"Sambalpur (OD)"
"Mahindra Sanyo",,"Steel & Metals","Mumbai",400,1000,10,Tier2,Penetration,"Khopoli (MH)"
"BigBasket (Tata)",,"Other","Bangalore",25000,10000,10,Tier1,Expansion,"All metros + Tier 1"
"Takii India",,"Agri & Food","",200,600,9,Tier2,Penetration,"Bangalore"
"Zuari Seeds",,"Agri & Food","Goa",250,600,9,Tier2,Penetration,"Goa"
"Tulasi Seeds",,"Agri & Food","Guntur",250,600,9,Tier2,Penetration,"Guntur (AP)"
"Shoe Manufacturers",,"Chemical","",3000,500,9,Tier2,Penetration,"Agra, Chennai, Delhi"
"EuroChem India",,"Chemical","Delhi",80,600,9,Tier2,Penetration,""
"Zepto",,"Other","Mumbai",8000,5000,9,Tier1,Penetration,"All metros"
"Kisan Mouldings",,"Chemical","Mumbai",1200,2500,9,Tier2,Penetration,"Silvassa, Mumbai"
"Dalmia OCL",,"Cement","Kolkata",,600,9,Tier2,Expansion,"Rajgangpur (OD), Bhilai (CG)"
"Asbury Carbons India",,"Chemical","",150,500,8,Tier2,Expansion,"Mumbai"
"K.C. Das (Bengal)",,"FMCG","Kolkata",400,500,8,Tier2,Penetration,"Kolkata (WB)"
"Black Cat Carbon",,"Chemical","Katni",200,500,8,Tier2,Penetration,"Katni (MP)"
"Nykaa",,"Other","Mumbai",3500,6500,8,Tier1,Penetration,"Mumbai, Delhi, Bangalore"
"ITC Dairy",,"FMCG","Kolkata",200,500,8,Tier2,Penetration,"Munger (BH)"
"Arun Ice Cream",,"FMCG","Chennai",300,600,8,Tier2,Penetration,"Chennai (TN), Kochi (KL)"
"Varun Industries",,"Steel & Metals","Surat",300,600,8,Tier2,Penetration,"Surat (GJ)"
"IKEA India",,"Other","Hyderabad",4000,2500,8,Tier2,Penetration,"Hyderabad, Mumbai, Bangalore"
"Shoppers Stop",,"Other","Mumbai",10000,4500,8,Tier2,Penetration,"Pan-India"
"Metro Cash & Carry",,"Other","Bangalore",5000,8500,8,Tier1,Expansion,"Pan-India"
"VNR Seeds",,"Agri & Food","Raipur",200,500,8,Tier2,Penetration,"Raipur (CG)"
"Mesco Steel",,"Steel & Metals","Kolkata",400,900,8,Tier2,Penetration,"Rourkela (OD)"
"State Agri Universities",,"Agri & Food","",2000,500,8,Tier2,Penetration,"Pan-India"
"Big Basket (Agri)",,"Agri & Food","Bangalore",300,500,8,Tier2,Penetration,"Metro hubs"
"Pankaj Steel",,"Steel & Metals","Raipur",400,800,8,Tier2,Penetration,"Raipur (CG)"
"Ganga Kaveri Seeds",,"Agri & Food","Hyderabad",200,500,8,Tier2,Penetration,"Hyderabad"
"Suryoday Steel",,"Steel & Metals","Raipur",400,800,8,Tier2,Penetration,"Bhilai (CG)"
"Moglix",,"Other","Noida",2500,4000,7,Tier2,Penetration,"Pan-India"
"Dhanlaxmi Steel",,"Steel & Metals","Raipur",350,700,7,Tier2,Penetration,"Bhilai (CG)"
"PharmEasy",,"Other","Mumbai",5000,4000,7,Tier2,Penetration,"Pan-India"
"Lifestyle (Dubai)",,"Other","Bangalore",8000,4000,7,Tier2,Penetration,"Pan-India"
"Vishal Mega Mart",,"Other","Kolkata",12000,3500,6,Tier2,Penetration,"Pan-India"
"Central (Future)",,"Other","Mumbai",6000,3000,6,Tier2,Penetration,"Pan-India"
"FirstCry",,"Other","Pune",5000,4500,6,Tier2,Penetration,"Pan-India"
"Pepperfry",,"Other","Mumbai",2000,1500,5,Tier2,Penetration,"Pan-India"
"Boat",,"Other","Delhi",1500,4000,5,Tier2,Penetration,"Delhi, Mumbai"
"V-Mart",,"Other","Gurugram",8000,2500,5,Tier2,Penetration,"North + East"
"Jumbotail",,"Other","Bangalore",1500,2500,5,Tier2,Penetration,"South India"
"Country Delight",,"Other","Gurugram",4000,1800,4,Tier2,Penetration,"North + West"
"Mamaearth (Honasa)",,"Other","Gurugram",2000,2000,4,Tier2,Penetration,"Delhi, Mumbai"
"Store One (1MG)",,"Other","Gurugram",3000,2000,4,Tier2,Penetration,"Pan-India"
"Spar India (Landmark)",,"Other","Bangalore",4000,2500,4,Tier2,Expansion,"South + West"
"Noise",,"Other","Gurugram",800,2500,4,Tier2,Penetration,"Delhi"
"Urban Ladder",,"Other","Bangalore",1200,800,3,Tier2,Penetration,"Metro cities"
"IndiaMART",,"Other","Noida",4500,3500,3,Tier2,Penetration,"Delhi, Mumbai"
"L&T Heavy",,"Auto & Engineering","",,3040,,Tier2,Expansion,""
"Ballarpur Industries (BILT)",,"Other","",,1500,,Tier2,Penetration,"Yamunnagar (Haryana), Ballarpur, Bhigwan (Maharashtra)"
"Pudumjee Paper",,"Other","",,785,,Tier2,Penetration,"Pune (Maharashtra)"
"Constantia Flexibles (SB)",,"Other","",,1200,,Tier2,Penetration,"Sampla (Delhi), Ahmedabad (2), Baddi, Hyderabad, Pondicherry, Kolkata, Guwahati"
"EPL Limited (Essel Propack)",,"Other","",,3600,,Tier2,Penetration,"Goa, Silvassa, Uttarakhand,"
"Cosmo Films (Cosmo First)",,"Other","",,2587,,Tier2,Penetration,"Aurangabad (Maharashtra)"
"Garware Hi-Tech Films",,"Other","",,800,,Tier2,Penetration,"Aurangabad, Waluj, Nashik (Maharashtra)"
"SML Films",,"Other","",,500,,Tier2,Penetration,"Sachin GIDC, Surat (Gujarat)"
"Shree Ajit Pulp & Paper",,"Other","",,500,,Tier2,Penetration,"Vapi (Gujarat)"
"Trident Limited (Paper)",,"Other","",,1000,,Tier2,Penetration,"Barnala (Punjab)"
"Orient Paper (CK Birla)",,"Other","",,912,,Tier2,Penetration,"Amlai (MP)"
"Kuantum Papers",,"Other","",,1217,,Tier2,Penetration,"Hoshiarpur (Punjab)"
"NRB Bearings",,"Auto & Engineering","Mumbai",,1200,,Tier2,Penetration,""
"HD Hyundai CE India",,"Auto & Engineering","Pune",1000,1500,,Tier2,Penetration,""
"Kobelco India",,"Auto & Engineering","Sri City (AP)",800,1200,,Tier2,Penetration,""
"L&T Heavy Engineering",,"Auto & Engineering","Mumbai",15000,8765,,Tier1,Expansion,""
"CG Power & Industrial",,"Auto & Engineering","Mumbai",8000,8046,,Tier1,Expansion,""
"ABB India",,"Auto & Engineering","Bengaluru",10000,10000,,Tier1,Expansion,""
"Kirloskar Oil Engines",,"Auto & Engineering","Pune",4500,6349,,Tier1,Expansion,""
"Cummins India",,"Auto & Engineering","Pune",3000,8816,,Tier1,Expansion,""
"Liugong India",,"Auto & Engineering","Pithampur",400,1418,,Tier2,Penetration,""
"BHEL",,"Auto & Engineering","New Delhi",35000,27350,,Tier1,Expansion,""
"CASE CNH India",,"Auto & Engineering","Pithampur",1200,900,,Tier2,Penetration,""
"Suzlon Energy",,"Auto & Engineering","Pune",8000,8481,,Tier1,Expansion,""
"Hitachi Energy India",,"Auto & Engineering","Bengaluru",4500,6442,,Tier1,Expansion,""
"Balkrishna Industries (BKT)",,"Auto & Engineering","Mumbai",,10600,,Tier1,Penetration,""
"Sany India",,"Auto & Engineering","Pune",2500,9000,,Tier1,Expansion,""
"BEML Limited",,"Auto & Engineering","Bengaluru",8500,4054,,Tier2,Expansion,""
"Tata Hitachi Construction Machinery",,"Auto & Engineering","Bengaluru",4000,5000,,Tier1,Expansion,""
"JCB India Ltd",,"Auto & Engineering","Delhi",6000,18825,,Tier1,Expansion,""
"Godrej & Boyce",,"Auto & Engineering","Mumbai",12000,16500,,Tier1,Expansion,""
"Exide Energy Solutions",,"Auto & Engineering","Bangalore",,500,,Tier2,Penetration,""
"Liebherr India",,"Auto & Engineering","Pune",400,600,,Tier2,Penetration,""
"Bosch Rexroth India",,"Auto & Engineering","Bengaluru",1500,1200,,Tier2,Penetration,""
"Eaton Hydraulics India",,"Auto & Engineering","Pune",500,800,,Tier2,Penetration,""
"Exide Industries",,"Auto & Engineering","Kolkata",,16684,,Tier1,Expansion,""
"Amara Raja Energy",,"Auto & Engineering","Tirupati",,12876,,Tier1,Expansion,""
"CEAT Tyres",,"Auto & Engineering","Mumbai",,14023,,Tier1,Expansion,""
"TIL Limited",,"Auto & Engineering","Kolkata",1500,600,,Tier2,Penetration,""
"Terex India",,"Auto & Engineering","Hosur",600,700,,Tier2,Penetration,""
"Ajax Engineering",,"Auto & Engineering","Bengaluru",1200,900,,Tier2,Penetration,""
"Wirtgen India",,"Auto & Engineering","Pune",400,600,,Tier2,Penetration,""
