Company,Category,Segment,Sub_Segment,Account_Type,HQ,Key_Locations,Sales_Rs_Cr,Employees,Total_Logistics_Spend_Rs_Cr,Priority
Emami Agrotech,FMCG & Consumer,Edible Oils,Refining,Expansion,Kolkata,"Haldia (WB), Jaipur (RJ), Krishnapatnam",5000.0,1500.0,73.0,
Sahyadri Farms,Agriculture & Food,Agri Produce Perishables,Fruits/Vegetables,Expansion,Nashik,"Nashik (MH), Pune (MH)",1500.0,2000.0,73.0,
Man Industries (O&G),Energy & Fuel,Oil Gas Services,Pipes,Penetration,Mumbai,"Anjar, Pithampur",3500.0,1500.0,73.0,
Diesel Locomotive Works,Steel & Metals,Steel Railways,Loco,Penetration,Varanasi,Varanasi (UP),3000.0,7000.0,73.0,
DB Schenker,General,General Cargo,3PL,Penetration,,Pan-India,2000.0,2500.0,73.0,
Isgec Heavy Engineering,Auto & Engineering,Project Cargo,Boilers,Penetration,Noida,"Yamunanagar (HR), Dahej (GJ)",4000.0,5000.0,73.0,
Godrej Interio,Building & Construction,Furniture Wood,Multi,Expansion,Mumbai,"Shirwal (MH), Haridwar, Khalapur",3500.0,4000.0,73.0,
Mylan (Viatris),FMCG & Consumer,Pharma Healthcare,Generics,Penetration,Hyderabad,"Hyderabad (TS), Bangalore, Indore",5500.0,6000.0,73.0,
NCRTC (RRTS),Steel & Metals,Steel Railways,High Speed,Penetration,Delhi,Delhi-NCR,6000.0,2000.0,73.0,
Western Coalfields,Energy & Fuel,Coal Fuel,Mining,Penetration,Nagpur,"Chandrapur, Nagpur (MH)",18000.0,30000.0,73.0,
J M Baxi,General,General Cargo,Shipping/Logistics,Penetration,Mumbai,Port cities,2000.0,2500.0,73.0,
Kohinoor Foods,FMCG & Consumer,Food Grains Staples,Rice,Penetration,Gurugram,"Murthal (HR), Karnal (HR)",2500.0,1200.0,73.0,
Future Supply Chain,General,General Cargo,Retail,Expansion,Mumbai,Pan-India,2000.0,8000.0,73.0,
Relaxo Footwears,Chemicals & Petrochemicals,Rubber Latex,Footwear,Penetration,Delhi,"Bhiwadi (RJ), Haridwar, Bahadurgarh",3000.0,8000.0,73.0,
Bosch Home,FMCG & Consumer,Consumer Durables,Appliances,Penetration,Bangalore,Chennai (TN),2500.0,1500.0,73.0,
JVL Agro (Liberty),FMCG & Consumer,Edible Oils,FMCG,Penetration,Delhi,"Kandla (GJ), Delhi, Kolkata",3000.0,1500.0,73.0,
Birla Carbon,Chemicals & Petrochemicals,Graphite Carbon,Carbon Black,Penetration,Mumbai,"Renukoot, Patalganga, Taloja",6000.0,2500.0,73.0,
ACC/Ambuja (Fuel),Energy & Fuel,Coal Fuel,Cement,Expansion,Mumbai,Pan-India,12000.0,2500.0,73.0,
Sarda Energy & Minerals,Steel & Metals,Steel Wire Products,Wire Rods,Expansion,Raipur,Raipur (CG),2500.0,2500.0,73.0,
PSL Ltd (O&G),Energy & Fuel,Oil Gas Services,Pipes,Penetration,Ahmedabad,"Kandla, Vizag, Chennai",3500.0,1500.0,73.0,
BMW India,Auto & Engineering,Auto Oem,Premium PV,Penetration,Gurugram,Chennai (TN),15000.0,1500.0,72.0,
Schlumberger India,Energy & Fuel,Oil Gas Services,Services,Penetration,Bangalore,Pan-India,5000.0,2000.0,72.0,
DLF Ltd,Building & Construction,Blocks Bricks,Buyer,Penetration,Delhi,NCR projects,0.0,0.0,72.0,
Alstom India,Steel & Metals,Steel Railways,Metro/Loco,Expansion,Bangalore,"Sri City (AP), Bangalore",3500.0,3000.0,72.0,
Daimler India (BharatBenz),Auto & Engineering,Auto Oem,CV,Expansion,Chennai,Oragadam (TN),6500.0,3000.0,72.0,
NRL (Numaligarh),Energy & Fuel,Oil Gas Services,Refining,Penetration,Numaligarh,Numaligarh (AS),25000.0,2000.0,72.0,
BigBasket (Tata),FMCG & Consumer,Food Processing,D2C,Penetration,Bangalore,Metro hubs,8000.0,10000.0,72.0,
Cairn Oil & Gas,Energy & Fuel,Oil Gas Services,E&P,Expansion,Gurugram,"Barmer (RJ), Ravva, Cambay",25000.0,3000.0,72.0,
Optiemus Electronics,FMCG & Consumer,Consumer Durables,EMS,Penetration,Noida,"Noida (UP), Greater Noida",2500.0,2000.0,72.0,
Adani Total Gas,Energy & Fuel,Oil Gas Services,CGD,Penetration,Ahmedabad,Pan-India,5000.0,2000.0,72.0,
Nitin Spinners,FMCG & Consumer,Textiles Apparel,Yarn,Penetration,Bhilwara,"Bhilwara (RJ), Hamirgarh (RJ)",2200.0,5500.0,72.0,
AGI Greenpac,Building & Construction,Glass Glazing,Container,Expansion,Hyderabad,"Hyderabad (TS), Bhongir (TS), Srikakulam (AP), Baddi",2200.0,3000.0,72.0,
BHEL (O&G Equipment),Energy & Fuel,Oil Gas Services,Equipment,Penetration,Delhi,"Trichy, Haridwar",5000.0,2000.0,72.0,
Suzuki Motorcycle,Auto & Engineering,Two Wheelers Tractors,2W,Penetration,Delhi,Gurugram (HR),6500.0,2800.0,72.0,
Technip FMC,Energy & Fuel,Oil Gas Services,EPC,Penetration,,Pan-India,6000.0,1500.0,72.0,
KRBL,FMCG & Consumer,Food Processing,Rice,Penetration,Delhi,"Ghaziabad (UP), Dhuri (PB)",5500.0,2500.0,71.0,
DS Group (Catch),FMCG & Consumer,Food Processing,Spices,Penetration,Noida,"Noida (UP), Kosi (UP), Haridwar",6000.0,3000.0,71.0,
Sungrow India,Energy & Fuel,Solar Renewable,Inverters,Penetration,,Bangalore (KA),2500.0,600.0,70.0,
Xinyi Glass (India),Building & Construction,Glass Glazing,Float/Solar,Penetration,,Gujarat (Planned),2000.0,500.0,70.0,
NAYARA Energy,Energy & Fuel,Bitumen,Refinery,Penetration,Mumbai,Vadinar (GJ),4000.0,1500.0,70.0,
CNH (New Holland),Auto & Engineering,Two Wheelers Tractors,Tractors,Penetration,Noida,Greater Noida (UP),6000.0,2800.0,70.0,
Amazon India (Furniture),Building & Construction,Furniture Wood,E-commerce,Penetration,Bangalore,Fulfillment centers,5000.0,3000.0,70.0,
Modern Coach Factory,Steel & Metals,Steel Railways,Coaches,Penetration,Rae Bareli,Rae Bareli (UP),3000.0,5000.0,70.0,
Gravita India,Steel & Metals,Metal Scrap,Non-Ferrous,Expansion,Jaipur,"Jaipur (RJ), Chittoor (AP), Ghana, Senegal",3500.0,2000.0,70.0,
Yamaha India,Auto & Engineering,Auto Oem,2W,Penetration,Chennai,"Chennai (TN), Surajpur (UP), Faridabad",7000.0,3500.0,70.0,
Pharma Companies,Chemicals & Petrochemicals,Acids Solvents,Buyers,Penetration,,"Hyderabad, Mumbai, Ahmedabad",0.0,0.0,70.0,
Bharat Biotech,FMCG & Consumer,Pharma Healthcare,Vaccines,Penetration,Hyderabad,"Hyderabad (TS), Ankleshwar (GJ)",5000.0,4000.0,70.0,
MDH Spices,Agriculture & Food,Tea Plantation,Spices,Penetration,Delhi,"Delhi, Gurgaon, Nagpur",2500.0,4000.0,70.0,
Nuziveedu Seeds,Chemicals & Petrochemicals,Agrochemicals,Seeds,Penetration,Hyderabad,"Hyderabad (TS), Guntur (AP), Ranebennur (KA)",1800.0,2500.0,69.0,
Covestro India,Chemicals & Petrochemicals,Paints Coatings,Polyurethanes,Penetration,Mumbai,"Ankleshwar (GJ), Greater Noida",2200.0,600.0,69.0,
Everest Masala,FMCG & Consumer,Food Grains Staples,Spices,Penetration,Mumbai,"Jogeshwari (MH), Baddi (HP)",2200.0,3000.0,69.0,
Granules India,FMCG & Consumer,Pharma Healthcare,API/Formulations,Penetration,Hyderabad,"Hyderabad (TS), Gagillapur (TS)",5000.0,5500.0,69.0,
Usha Martin,Steel & Metals,Steel Wire Products,Wire Rope,Expansion,Kolkata,"Ranchi (JH), Hoshiarpur (PB), Silvassa",2200.0,3500.0,69.0,
Electrosteel Castings,Building & Construction,Pipes Fittings,DI/CI,Penetration,Kolkata,"Khardah (WB), Elavur (TN), Srikalahasti (AP)",3500.0,5000.0,69.0,
Navin Fluorine,Chemicals & Petrochemicals,Specialty Chemicals,Fluorochemicals,Expansion,Mumbai,"Surat (GJ), Dewas (MP), Dahej",2200.0,1400.0,69.0,
Globus Spirits,FMCG & Consumer,Beverages,ENA/IMFL,Penetration,Delhi,"Behror (RJ), Jhunjhunu (RJ), WB",2200.0,1200.0,69.0,
Indorama Fertilizers,Chemicals & Petrochemicals,Fertilizers,Private,Penetration,Singapore,Kakinada (AP),3500.0,800.0,69.0,
SP Apparels,FMCG & Consumer,Textiles Apparel,Garments,Penetration,Tirupur,"Tirupur (TN), Avinashi (TN)",2000.0,15000.0,69.0,
Godrej Process Equipment,Auto & Engineering,Project Cargo,Reactors,Expansion,Mumbai,"Vikhroli (MH), Dahej (GJ)",3000.0,2500.0,68.0,
Glencore India,Energy & Fuel,Coal Fuel,Trading,Penetration,Zug,Import,15000.0,200.0,68.0,
Foundry Cluster (Coimbatore),Steel & Metals,Metal Scrap,Buyers,Penetration,Coimbatore,Coimbatore (TN),5000.0,20000.0,68.0,
SAIL (Scrap),Steel & Metals,Metal Scrap,Buyer,Penetration,Delhi,"Bokaro, Durgapur, Bhilai, Rourkela, Burnpur",3500.0,1000.0,68.0,
Sandhar Technologies,Steel & Metals,Non Ferrous Metals,Al Die Casting,Penetration,Gurugram,"Gurugram (HR), Pune, Chennai, Bangalore",3200.0,6000.0,68.0,
Linde Engineering,Auto & Engineering,Project Cargo,Process,Penetration,Mumbai,"Vadodara (GJ), Pune",3000.0,1500.0,68.0,
Supreme Petrochem,Chemicals & Petrochemicals,Petrochemicals Polymers,PS/EPS,Expansion,Mumbai,Amdoshi (MH),3200.0,800.0,68.0,
Hindustan Foods,FMCG & Consumer,Fmcg Foods Personal Care,Contract Mfg,Penetration,Mumbai,"Baddi, Nashik, Roorkee, Guwahati",2200.0,3500.0,68.0,
CavinKare,FMCG & Consumer,Fmcg Foods Personal Care,Personal Care,Penetration,Chennai,"Chennai (TN), Puducherry, Haridwar",2000.0,4000.0,68.0,
JSPL (Captive Coal),Energy & Fuel,Coal Fuel,Mining,Penetration,Delhi,"Angul (OD), Raigarh (CG)",12000.0,3000.0,68.0,
Volvo CE India,Auto & Engineering,Project Cargo,Construction,Penetration,Bangalore,Bangalore (KA),3000.0,2000.0,68.0,
GMDC,Mining & Minerals,Mining Minerals,Lignite/Minerals,Expansion,Ahmedabad,"Gujarat (Kutch, Panandhro, Mata-no-Madh)",3500.0,4000.0,67.0,
BPCL (Pipelines),Steel & Metals,Steel Pipes Tubes,Buyer,Penetration,Mumbai,Pan-India pipelines,0.0,0.0,67.0,
BHEL,Steel & Metals,Steel Flats Longs,Buyer,Penetration,Delhi,Pan-India,0.0,0.0,67.0,
KIOCL Ltd,Mining & Minerals,Mining Minerals,Iron Ore/Pellets,Penetration,Bangalore,"Kudremukh (KA), Mangalore (KA)",3500.0,2500.0,67.0,
Gulf Oil Lubricants,Energy & Fuel,Lubricants,Auto/Ind,Expansion,Mumbai,"Silvassa, Chennai, Kolkata",3500.0,800.0,66.0,
Apar Industries (Cables),Auto & Engineering,Wires Cables,Conductor,Expansion,Mumbai,"Umbergaon (GJ), Jharsuguda (OD), Silvassa",3500.0,2000.0,66.0,
IMFA (Indian Metals),Steel & Metals,Ferro Alloys,Ferro Chrome,Expansion,Bhubaneswar,"Choudwar (OD), Therubali, Bamnipal",2500.0,3500.0,66.0,
L&T Realty,Building & Construction,Blocks Bricks,Buyer,Penetration,Mumbai,Pan-India projects,0.0,0.0,66.0,
Chittaranjan Loco Works,Steel & Metals,Steel Railways,Loco,Penetration,Chittaranjan,Chittaranjan (WB),2500.0,8000.0,66.0,
Kamdhenu Ltd,Steel & Metals,Steel Structural,TMT Branding,Expansion,Delhi,"Bhiwadi (RJ), Chopanki (RJ), Gandhidham (GJ), Vizag",8000.0,2000.0,66.0,
McCain India,Agriculture & Food,Agri Produce Perishables,Frozen Potato,Penetration,Gurugram,"Mehsana (GJ), Ludhiana (PB)",1200.0,800.0,66.0,
Jindal Poly Films,Chemicals & Petrochemicals,Synthetic Fibres,Films,Penetration,Delhi,"Nasik (MH), Silvassa, Bangalore",3500.0,2500.0,66.0,
Tata Steel (Pig),Steel & Metals,Sponge Pig Iron,Pig Iron,Penetration,Jamshedpur,"Jamshedpur (JH), Kalinganagar (OD)",3000.0,2000.0,66.0,
Ratnamani Metals,Steel & Metals,Steel Pipes Tubes,SS Tubes,Expansion,Ahmedabad,"Chhatral (GJ), Kutch (GJ)",5500.0,2200.0,66.0,
Prysmian India,Auto & Engineering,Wires Cables,Power,Penetration,,"Chennai (TN), Bangalore",3000.0,1500.0,66.0,
Madras Fertilizers,Chemicals & Petrochemicals,Fertilizers,PSU,Penetration,Chennai,Manali (TN),3500.0,2000.0,66.0,
ACC Ready Mix,Building & Construction,Stone Aggregates,Aggregates,Penetration,Mumbai,Pan-India,3000.0,2000.0,66.0,
Tata Metaliks,Steel & Metals,Sponge Pig Iron,Pig Iron,Expansion,Kolkata,Kharagpur (WB),3500.0,2000.0,66.0,
Graphite India Ltd,Chemicals & Petrochemicals,Graphite Carbon,Electrodes,Expansion,Kolkata,"Durgapur (WB), Nashik (MH), Bangalore",5500.0,3500.0,66.0,
Shyam Metalics,Steel & Metals,Steel Coils,Integrated,Expansion,Kolkata,"Sambalpur (OD), Jamuria (WB), Mangalpur (WB)",15000.0,6000.0,66.0,
Synthite Industries,Agriculture & Food,Tea Plantation,Spices,Penetration,Cochin,"Cochin (KL), Bangalore",2500.0,3000.0,66.0,
JBF Industries,Chemicals & Petrochemicals,Synthetic Fibres,Polyester,Expansion,Mumbai,"Sarigam (GJ), Silvassa",4000.0,2500.0,66.0,
Avanti Feeds,Agriculture & Food,Animal Feed,Aqua,Penetration,Hyderabad,"Kovvur (AP), Chennai, Puri (OD)",5000.0,2000.0,66.0,
OCP India,Chemicals & Petrochemicals,Fertilizers,Import,Penetration,Mumbai,Port operations,8000.0,100.0,65.0,
Vinati Organics,Chemicals & Petrochemicals,Specialty Chemicals,Specialty,Expansion,Mumbai,"Lote (MH), Mahad (MH)",2100.0,1200.0,65.0,
Air Liquide India,Chemicals & Petrochemicals,Industrial Gases,Full Range,Expansion,Chennai,"Gujarat, Tamil Nadu, Maharashtra, Karnataka",2000.0,1500.0,65.0,
Dollar Industries,FMCG & Consumer,Textiles Apparel,Innerwear,Penetration,Kolkata,"Kolkata (WB), Tirupur (TN)",1800.0,8000.0,65.0,
Amazon India,E-commerce & Retail,Ecommerce Retail,E-commerce,Expansion,Bangalore,"Delhi, Mumbai, Bangalore, Hyderabad, Chennai, Kolkata",90000.0,35000.0,65.0,
Shriram Pistons (Shriram Fert),Chemicals & Petrochemicals,Fertilizers,Private,Penetration,Delhi,Kota (RJ),3500.0,1000.0,65.0,
Big Basket (Private Label),FMCG & Consumer,Food Grains Staples,Staples,Penetration,Bangalore,"Bangalore, Delhi, Mumbai",2000.0,3000.0,65.0,
Exxon Mobil India,Chemicals & Petrochemicals,Petrochemicals Polymers,Polymers,Penetration,Mumbai,/,6000.0,500.0,65.0,
Videocon (VVCL),FMCG & Consumer,Consumer Durables,White/Brown,Penetration,Mumbai,"Aurangabad (MH), Nanded (MH), Kashipur (UK)",2000.0,3000.0,65.0,
NPCIL,Auto & Engineering,Project Cargo,Nuclear,Penetration,Mumbai,Pan-India,15000.0,18000.0,65.0,
Kaynes Technology,FMCG & Consumer,Consumer Durables,EMS,Penetration,Mysore,"Mysore (KA), Manesar (HR), Pune (MH)",2200.0,2500.0,65.0,
John Distilleries,FMCG & Consumer,Beverages,IMFL,Penetration,Bangalore,"Goa, Karnataka, Andhra Pradesh",2000.0,1500.0,65.0,
Vedanta (Copper),Auto & Engineering,Wires Cables,Raw Material,Penetration,Delhi,Tuticorin (TN),4000.0,1000.0,65.0,
Greenko,Energy & Fuel,Solar Renewable,IPP,Penetration,Hyderabad,Pan-India,8000.0,2500.0,65.0,
Rossari Biotech,Chemicals & Petrochemicals,Specialty Chemicals,Specialty,Penetration,Mumbai,"Silvassa, Dahej (GJ)",2000.0,1200.0,65.0,
GNFC,Chemicals & Petrochemicals,Acids Solvents,Multi,Expansion,Bharuch,Bharuch (GJ),8000.0,3500.0,65.0,
Gharda Chemicals,Chemicals & Petrochemicals,Agrochemicals,Technicals,Expansion,Mumbai,"Dombivli (MH), Lote (MH), Panoli (GJ)",2000.0,2200.0,65.0,
Alkyl Amines,Chemicals & Petrochemicals,Specialty Chemicals,Amines,Penetration,Pune,"Patalganga (MH), Kurkumbh (MH), Dahej",2000.0,1000.0,65.0,
Tata Power (Cables),Auto & Engineering,Wires Cables,Buyer,Penetration,Mumbai,Pan-India projects,0.0,0.0,65.0,
Chambal Fertilisers (IPL),FMCG & Consumer,Food Grains Staples,Agri Trading,Penetration,Delhi,"Kota (RJ), Delhi, Mumbai",2000.0,500.0,65.0,
Dabur (Real Juice),FMCG & Consumer,Beverages,Juices,Expansion,Delhi,"Baddi (HP), Haridwar (UK), Silvassa",2000.0,1200.0,65.0,
IB Group,Agriculture & Food,Animal Feed,Poultry,Expansion,Rajnandgaon,"Rajnandgaon (CG), Parbhani (MH), Hyderabad",5000.0,8000.0,65.0,
Usha International,FMCG & Consumer,Consumer Durables,Appliances,Penetration,Gurugram,"Ludhiana (PB), Solan (HP)",2200.0,2500.0,65.0,
Ghaziabad Re-rollers,Steel & Metals,Steel Semi Finished,Buyers,Penetration,UP,Ghaziabad (UP),10000.0,6000.0,64.0,
John Deere India,Auto & Engineering,Two Wheelers Tractors,Tractors,Penetration,Pune,"Pune (MH), Dewas (MP)",5500.0,3200.0,64.0,
Suzuki Motorcycle,Auto & Engineering,Auto Oem,2W,Penetration,Delhi,Gurugram (HR),6500.0,2500.0,64.0,
Nilkamal,Building & Construction,Furniture Wood,Multi,Expansion,Mumbai,"Ahmedabad, Hosur, Sinnar, Kundli",3000.0,3500.0,64.0,
CNH (New Holland),Auto & Engineering,Auto Oem,Tractors,Penetration,Noida,Greater Noida (UP),6000.0,2500.0,64.0,
Balaji Wafers,FMCG & Consumer,Food Processing,Snacks,Expansion,Rajkot,"Rajkot (GJ), Valsad, Indore, Raipur",4000.0,2500.0,64.0,
Ambuja Cement,Building & Construction,Ash Infrastructure,User,Penetration,Mumbai,Pan-India,,5000.0,63.0,
Bombardier India,Steel & Metals,Steel Railways,Metro,Penetration,Canada,"Savli (GJ), Vadodara",2500.0,2000.0,63.0,
Everest Masala,Agriculture & Food,Tea Plantation,Spices,Penetration,Mumbai,"Mumbai (MH), Baddi",2200.0,3000.0,63.0,
GlaxoSmithKline (Foods),FMCG & Consumer,Food Processing,Health,Penetration,Mumbai,"Sonepat (HR), Rajahmundry (AP)",5000.0,2000.0,63.0,
Cargill India (Foods),FMCG & Consumer,Food Processing,Ingredients,Penetration,Gurugram,"Kurkumbh (MH), Davangere (KA)",5000.0,2000.0,63.0,
Liebherr India,Auto & Engineering,Project Cargo,Cranes/Mining,Penetration,Mumbai,"Pune (MH), Aurangabad",2500.0,1500.0,62.0,
Marico (Saffola),FMCG & Consumer,Food Grains Staples,Edible Oil/Oats,Expansion,Mumbai,"Perundurai (TN), Baddi (HP), Kanjikode (KL)",2000.0,1000.0,62.0,
Gold Plus Glass,Building & Construction,Glass Glazing,Float/Processed,Expansion,Delhi,"Chopanki (RJ), Roorkee (UK)",1800.0,1500.0,61.0,
Manaksia Aluminium,Steel & Metals,Non Ferrous Metals,Al Downstream,Penetration,Kolkata,"Jharsuguda (OD), Kolkata, Pune",2800.0,1500.0,61.0,
Delta Electronics,Energy & Fuel,Solar Renewable,Inverters,Penetration,,Hosur (TN),2000.0,500.0,61.0,
JSW Energy,Energy & Fuel,Coal Fuel,Power,Penetration,Mumbai,"Ratnagiri (MH), Vijayanagar (KA)",15000.0,3000.0,61.0,
Anupam Rasayan,Chemicals & Petrochemicals,Specialty Chemicals,Custom Synthesis,Penetration,Surat,"Sachin (GJ), Jhagadia (GJ), Ankleshwar",1800.0,2500.0,61.0,
Hindustan National Glass,Building & Construction,Glass Glazing,Container,Expansion,Kolkata,"Rishra (WB), Nashik (MH), Neemrana (RJ)",1800.0,3500.0,61.0,
Precision Wires,Steel & Metals,Non Ferrous Metals,Cu Wires,Penetration,Mumbai,"Vasai (MH), Silvassa, Nashik",2800.0,1200.0,61.0,
Rail Wheel Factory,Steel & Metals,Steel Railways,Wheels,Expansion,Bangalore,"Yelahanka (KA), Chhapra (BR)",2500.0,4000.0,61.0,
Ineos Styrolution,Chemicals & Petrochemicals,Petrochemicals Polymers,ABS/PS,Penetration,Vadodara,Vadodara (GJ),2800.0,600.0,61.0,
BASF Coatings,Chemicals & Petrochemicals,Paints Coatings,Industrial,Penetration,Mumbai,"Mangalore (KA), Thane (MH)",1800.0,600.0,61.0,
Rail Coach Factory,Steel & Metals,Steel Railways,Coaches,Penetration,Kapurthala,Kapurthala (PB),2500.0,6000.0,61.0,
GHCL (Home Textiles),FMCG & Consumer,Textiles Apparel,Home Textiles,Penetration,Noida,"Vapi (GJ), Mansa (GJ)",1800.0,5000.0,61.0,
Insecticides India,Chemicals & Petrochemicals,Agrochemicals,Formulations,Penetration,Delhi,"Chopanki (RJ), Samba (J&K), Dahej (GJ)",1800.0,1200.0,61.0,
Strides Pharma,FMCG & Consumer,Pharma Healthcare,Formulations,Penetration,Bangalore,"Bangalore (KA), Puducherry, Baddi",4500.0,5000.0,61.0,
Sintex Industries,Chemicals & Petrochemicals,Petrochemicals Polymers,Plastics,Penetration,Kalol,"Kalol (GJ), Bhachau (GJ)",2500.0,3500.0,61.0,
Ambika Cotton,FMCG & Consumer,Textiles Apparel,Yarn,Penetration,Dindigul,"Dindigul (TN), Coimbatore (TN)",1800.0,4000.0,61.0,
Electrolux India,FMCG & Consumer,Consumer Durables,White Goods,Penetration,Gurugram,Roorkee (UK),2000.0,1200.0,61.0,
Ajanta Pharma,FMCG & Consumer,Pharma Healthcare,Formulations,Penetration,Mumbai,"Aurangabad (MH), Deonar (MH), Baddi",4500.0,8000.0,61.0,
Dhanuka Agritech,Chemicals & Petrochemicals,Agrochemicals,Formulations,Expansion,Delhi,"Udaipur (RJ), Sanand (GJ), Keshwana (RJ)",1900.0,1500.0,61.0,
Fertilisers & Chem Travancore,Chemicals & Petrochemicals,Fertilizers,PSU,Penetration,Kochi,Udyogamandal (KL),3200.0,2500.0,61.0,
Prataap Snacks,FMCG & Consumer,Fmcg Foods Personal Care,Snacks,Penetration,Indore,"Indore (MP), Jammu, Kolkata, Guwahati",1800.0,3500.0,60.0,
Tata Projects,Steel & Metals,Steel Structural,Buyer,Penetration,Mumbai,Pan-India projects,0.0,0.0,60.0,
BMRCL,Steel & Metals,Steel Railways,Metro,Penetration,Bangalore,Bangalore projects,5000.0,2000.0,60.0,
Givaudan India,FMCG & Consumer,Fmcg Foods Personal Care,Flavors/Fragrances,Penetration,Geneva,"Daman, Jigani (KA)",2800.0,1200.0,60.0,
Shapoorji Pallonji,Building & Construction,Blocks Bricks,Buyer,Penetration,Mumbai,Pan-India projects,0.0,0.0,60.0,
Haldiram's,FMCG & Consumer,Dairy Products,Sweets,Penetration,Nagpur,"Nagpur, Delhi, Kolkata, Chennai, Mumbai",8000.0,5000.0,60.0,
Godrej Real Estate,Building & Construction,Blocks Bricks,Buyer,Penetration,Mumbai,Pan-India projects,0.0,0.0,60.0,
Yara India,Chemicals & Petrochemicals,Fertilizers,MNC,Penetration,Gurugram,Import/,5000.0,300.0,60.0,
Tata Projects,Building & Construction,Stone Aggregates,Infrastructure,Penetration,Mumbai,Pan-India,0.0,0.0,60.0,
NMCG (Ganga),Steel & Metals,Steel Pipes Tubes,Buyer,Penetration,Delhi,Ganga basin states,0.0,0.0,60.0,
L&T (Pipelines),Steel & Metals,Steel Pipes Tubes,EPC,Penetration,Mumbai,Pan-India,0.0,0.0,60.0,
McDonald's (Buyer),FMCG & Consumer,Food Processing,QSR,Penetration,Mumbai,Pan-India,0.0,0.0,60.0,
Reliance Industries,Steel & Metals,Steel Flats Longs,Buyer,Penetration,Mumbai,"Jamnagar, Dahej",0.0,0.0,60.0,
SAIL (Captive),Steel & Metals,Ferro Alloys,Multi,Penetration,Delhi,All integrated plants,2000.0,2000.0,59.0,
SMS Group India,Auto & Engineering,Project Cargo,Steel Plant,Penetration,,Pune (MH),2000.0,800.0,59.0,
IOCL (Base Oils),Energy & Fuel,Lubricants,Base Oils,Penetration,Delhi,Refineries,3000.0,800.0,58.0,
ExxonMobil India,Energy & Fuel,Lubricants,Premium,Penetration,Mumbai,Bangalore,2500.0,400.0,58.0,
Jindal Stainless (Flats),Steel & Metals,Steel Flats Longs,Stainless,Expansion,Delhi,"Jajpur (OD), Hisar (HR)",12000.0,4000.0,58.0,
Shadowfax,General,General Cargo,E-commerce,Penetration,Bangalore,Pan-India,1500.0,10000.0,58.0,
Servo (IOCL Brand),Energy & Fuel,Lubricants,Distribution,Penetration,Delhi,Pan-India distributors,3000.0,0.0,58.0,
Hi-Tech Pipes,Steel & Metals,Steel Pipes Tubes,ERW,Expansion,Delhi,"Sikandrabad (UP), Khopoli (MH), Sanand (GJ), Bangalore, Chennai",4500.0,2000.0,58.0,
Essar Steel (AM/NS),Steel & Metals,Steel Flats Longs,Integrated,Expansion,Mumbai,Hazira (GJ),12000.0,3500.0,58.0,
HEG Ltd,Chemicals & Petrochemicals,Graphite Carbon,Electrodes,Expansion,Delhi,Mandideep (MP),4500.0,2500.0,58.0,
Tata AutoComp,Chemicals & Petrochemicals,Rubber Latex,Auto Rubber,Penetration,Pune,"Pune (MH), Chennai, Pantnagar",2500.0,4000.0,58.0,
Gujarat Mineral Corp,Mining & Minerals,Mining Minerals,Various,Penetration,Ahmedabad,"Gujarat (Kutch, Bhavnagar)",2500.0,2500.0,58.0,
Gokul Agro,FMCG & Consumer,Edible Oils,Refining,Expansion,Ahmedabad,"Sidhpur (GJ), Gondal",3500.0,1500.0,58.0,
Toyo Engineering,Energy & Fuel,Oil Gas Services,EPC,Penetration,Mumbai,Pan-India,4000.0,1000.0,58.0,
Saint-Gobain Gyproc,Building & Construction,Gypsum Plaster,Boards,Expansion,Mumbai,"Bhuj (GJ), Chennai (TN), Haryana, Rajasthan",2500.0,2000.0,58.0,
Greenply Industries,Building & Construction,Furniture Wood,Plywood,Expansion,Delhi,"Tizit (NL), Kriparampur (WB), Bamanbore (GJ)",2500.0,3000.0,58.0,
John Deere India,Auto & Engineering,Auto Oem,Tractors,Penetration,Pune,"Pune (MH), Dewas (MP)",5500.0,3000.0,58.0,
Agility Logistics,General,General Cargo,3PL,Penetration,Kuwait,Pan-India,1500.0,1500.0,58.0,
