target_account,matched_customer,status
Wavin India,Wavin,FLAGGED - EXISTING CUSTOMER
Adisseo India,Adisseo,FLAGGED - EXISTING CUSTOMER
Hyfun Foods,HyFun Foods,FLAGGED - EXISTING CUSTOMER
Asian Granito,ASIAN GRANITO INDIA LIMITED - HIMMAT NAGAR,FLAGGED - EXISTING CUSTOMER
Spices Board,SPIC Ltd,FLAGGED - EXISTING CUSTOMER
Tulasi Seeds,RASI SEEDS,FLAGGED - EXISTING CUSTOMER
De Heus India,DE,FLAGGED - EXISTING CUSTOMER
BASF Seeds (Nunhems),BASF SE,FLAGGED - EXISTING CUSTOMER
Classic Stripes (Glass Bottles),P,FLAGGED - EXISTING CUSTOMER
DSM Nutritional,Linclimited,FLAGGED - EXISTING CUSTOMER
Motorol India,Linclimited,FLAGGED - EXISTING CUSTOMER
Kaisha Glass,Linclimited,FLAGGED - EXISTING CUSTOMER
Econ Block,Linclimited,FLAGGED - EXISTING CUSTOMER
RAK Ceramics (India),CERA,FLAGGED - EXISTING CUSTOMER
Senvion (Defunct/Parts),P,FLAGGED - EXISTING CUSTOMER
SGD Pharma,P,FLAGGED - EXISTING CUSTOMER
Armstrong World (India),Linclimited,FLAGGED - EXISTING CUSTOMER
Somany Tiles (Stone),Man Industries Ltd,FLAGGED - EXISTING CUSTOMER
Dalmia Bharat (AAC),Linclimited,FLAGGED - EXISTING CUSTOMER
Kisaan Pipe,P,FLAGGED - EXISTING CUSTOMER
Bharat Lubricants,Linclimited,FLAGGED - EXISTING CUSTOMER
Drools (SAI),Linclimited,FLAGGED - EXISTING CUSTOMER
Apollo Infratech,Asc Infratech,FLAGGED - EXISTING CUSTOMER
Roquette India,Quince,FLAGGED - EXISTING CUSTOMER
Asian Paints (Industrial),P,FLAGGED - EXISTING CUSTOMER
Takii India,AKI,FLAGGED - EXISTING CUSTOMER
Gerresheimer India,RES,FLAGGED - EXISTING CUSTOMER
Kancor Ingredients,AIMCHEM Ingredients Pvt,FLAGGED - EXISTING CUSTOMER
JSW Cement (Blocks),JSW CEMENT LIMITED,FLAGGED - EXISTING CUSTOMER
MRF (Laminates),Ate India,FLAGGED - EXISTING CUSTOMER
Gujarat Mineral Dev,Inera,FLAGGED - EXISTING CUSTOMER
Royal Pipes,Astral Pipes,FLAGGED - EXISTING CUSTOMER
Shree Cement (AAC),REE,FLAGGED - EXISTING CUSTOMER
Sakata India,Sakata India,FLAGGED - EXISTING CUSTOMER
Royal Asphalt,P,FLAGGED - EXISTING CUSTOMER
Nirmal Seeds,Linclimited,FLAGGED - EXISTING CUSTOMER
Gujarat Solar Glass,Linclimited,FLAGGED - EXISTING CUSTOMER
Chevron India,Chevron,FLAGGED - EXISTING CUSTOMER
Ganga Kaveri Seeds,KAVERISEEDS,FLAGGED - EXISTING CUSTOMER
Simplot India,P,FLAGGED - EXISTING CUSTOMER
Gypsona,P,FLAGGED - EXISTING CUSTOMER
VNR Seeds,Ankur Seeds Pvt,FLAGGED - EXISTING CUSTOMER
Adarsh Kanch (Firozabad),RS,FLAGGED - EXISTING CUSTOMER
Sunrise Glass,Linclimited,FLAGGED - EXISTING CUSTOMER
Jain Tube Glass,Linclimited,FLAGGED - EXISTING CUSTOMER
Hindustan Petroleum LNG,P,FLAGGED - EXISTING CUSTOMER
Grasim (Pipes),P,FLAGGED - EXISTING CUSTOMER
Limagrain (Vilmorin),rain,FLAGGED - EXISTING CUSTOMER
JK Agri Genetics,JK AGRI GENETICS LIMITED  -  HYDERABAD,FLAGGED - EXISTING CUSTOMER
TRL Krosaki,Linclimited,FLAGGED - EXISTING CUSTOMER
Parryware (Roca),P,FLAGGED - EXISTING CUSTOMER
Nipro Pharma Pack,P,FLAGGED - EXISTING CUSTOMER
Lavazza India,Linclimited,FLAGGED - EXISTING CUSTOMER
Bormioli (India),Linclimited,FLAGGED - EXISTING CUSTOMER
National Fittings,"TTI,",FLAGGED - EXISTING CUSTOMER
Websol Energy,Linclimited,FLAGGED - EXISTING CUSTOMER
Verka (Punjab Dairy),air,FLAGGED - EXISTING CUSTOMER
Duraline (Atkore),Linclimited,FLAGGED - EXISTING CUSTOMER
Aparna Enterprises,KR ENTERPRISES,FLAGGED - EXISTING CUSTOMER
Bioseeds (DCM Shriram),DCM SHRIRAM LIMITED,FLAGGED - EXISTING CUSTOMER
Stanley Lifestyles,Eternity Lifestyles Pvt,FLAGGED - EXISTING CUSTOMER
Bhandari Marble,Linclimited,FLAGGED - EXISTING CUSTOMER
Nestle (Purina),P,FLAGGED - EXISTING CUSTOMER
Anil Marble,Linclimited,FLAGGED - EXISTING CUSTOMER
Jain Irrigation (Stone),Jain Irrigation Systems Ltd,FLAGGED - EXISTING CUSTOMER
Royal Canin (Mars),Linclimited,FLAGGED - EXISTING CUSTOMER
Aker Solutions India,AgileApt Solutions,FLAGGED - EXISTING CUSTOMER
Balrampur Chini Mills,P,FLAGGED - EXISTING CUSTOMER
West Coast Paper,P,FLAGGED - EXISTING CUSTOMER
Indonesian Coal (Adaro),Linclimited,FLAGGED - EXISTING CUSTOMER
OCL India,GOCL,FLAGGED - EXISTING CUSTOMER
Kay Bee Exports,XP India,FLAGGED - EXISTING CUSTOMER
Horticorp Kerala,Linclimited,FLAGGED - EXISTING CUSTOMER
Star Cement Ltd,starcement.com,FLAGGED - EXISTING CUSTOMER
TrisHindustan Unilever Plaster,P,FLAGGED - EXISTING CUSTOMER
Ori-Plast,P,FLAGGED - EXISTING CUSTOMER
Fenix India,Eni,FLAGGED - EXISTING CUSTOMER
Dalmia Bharat Sugar,Linclimited,FLAGGED - EXISTING CUSTOMER
Avadh Sugar & Energy,sugarindia,FLAGGED - EXISTING CUSTOMER
HP Lubricants (OEM),P,FLAGGED - EXISTING CUSTOMER
DCM Shriram Sugar,DCM SHRIRAM LIMITED,FLAGGED - EXISTING CUSTOMER
Dwarikesh Sugar,sugarindia,FLAGGED - EXISTING CUSTOMER
Bru (HUL),Linclimited,FLAGGED - EXISTING CUSTOMER
Prism Cement (AAC),P,FLAGGED - EXISTING CUSTOMER
National Oilwell Varco,ARC,FLAGGED - EXISTING CUSTOMER
Gharda Glass,Linclimited,FLAGGED - EXISTING CUSTOMER
Uttam Sugar Mills,Dhampur Sugar Mills Ltd,FLAGGED - EXISTING CUSTOMER
East-West Seed,East-West Seed,FLAGGED - EXISTING CUSTOMER
Navkar Pipes,P,FLAGGED - EXISTING CUSTOMER
Wonder Cement (AAC),Wonder Cement Limited,FLAGGED - EXISTING CUSTOMER
Haldyn Glass,Linclimited,FLAGGED - EXISTING CUSTOMER
Bituplast,P,FLAGGED - EXISTING CUSTOMER
Polysil Pipes,P,FLAGGED - EXISTING CUSTOMER
Aashirwad Pipes,ASHIRVAD PIPES PVT LTD-,FLAGGED - EXISTING CUSTOMER
Waudhani Polymers,P,FLAGGED - EXISTING CUSTOMER
Nippon Sheet Glass (Pilkington),P,FLAGGED - EXISTING CUSTOMER
Rex Polyextrusion,P,FLAGGED - EXISTING CUSTOMER
Panama Petrochem,panama petrochem,FLAGGED - EXISTING CUSTOMER
Oerlikon (Gypsum),P,FLAGGED - EXISTING CUSTOMER
Nutreco (Skretting),"TTI,",FLAGGED - EXISTING CUSTOMER
NEG India,NextG,FLAGGED - EXISTING CUSTOMER
Kajaria Plywood (Bricks),P,FLAGGED - EXISTING CUSTOMER
Megaflow Pipes,EGA,FLAGGED - EXISTING CUSTOMER
Oxbow Carbon,India Carbon Limited,FLAGGED - EXISTING CUSTOMER
Loom Solar,Linclimited,FLAGGED - EXISTING CUSTOMER
Big Basket (Agri),Bigbasket,FLAGGED - EXISTING CUSTOMER
Lodha (Macrotech),ECH,FLAGGED - EXISTING CUSTOMER
Century Pulp & Paper,KR Pulp & Papers,FLAGGED - EXISTING CUSTOMER
Krishnapatnam Port,TN India,FLAGGED - EXISTING CUSTOMER
Oberoi Hotels,Linclimited,FLAGGED - EXISTING CUSTOMER
Lodha (Stone),Linclimited,FLAGGED - EXISTING CUSTOMER
Finolex Pipes,P,FLAGGED - EXISTING CUSTOMER
Prabhu Gypsum,P,FLAGGED - EXISTING CUSTOMER
L&T Realty,L&T Technology Services,FLAGGED - EXISTING CUSTOMER
SECL,Self,FLAGGED - EXISTING CUSTOMER
Key Sources,SOURCE,FLAGGED - EXISTING CUSTOMER
Trident Limited (Paper),Orient Paper India Ltd,FLAGGED - EXISTING CUSTOMER
Khanna Paper Mills,P,FLAGGED - EXISTING CUSTOMER
Farmina (India),Farm,FLAGGED - EXISTING CUSTOMER
Max Speciality Films,Fil,FLAGGED - EXISTING CUSTOMER
GNFC (Phosphogypsum),P,FLAGGED - EXISTING CUSTOMER
Heads Up For Tails,HEADS UP VENTURES LIMITED,FLAGGED - EXISTING CUSTOMER
Birla Corp (Buyer),Linclimited,FLAGGED - EXISTING CUSTOMER
ITC PSPD,P,FLAGGED - EXISTING CUSTOMER
BGPPL (Bilt Graphic),P,FLAGGED - EXISTING CUSTOMER
Godrej Real Estate,Ate India,FLAGGED - EXISTING CUSTOMER
JK Paper,JK PAPER LIMITED,FLAGGED - EXISTING CUSTOMER
Asahi India Glass (AIS),ASAHI INDIA GLASS LIMITED,FLAGGED - EXISTING CUSTOMER
Uflex,Linclimited,FLAGGED - EXISTING CUSTOMER
NTPC (FGD Gypsum),P,FLAGGED - EXISTING CUSTOMER
Coeclerici (India),Linclimited,FLAGGED - EXISTING CUSTOMER
Astral Pipes,Vishal Pipes,FLAGGED - EXISTING CUSTOMER
Tata Power (FGD),TATA POWER SOLAR SYSTEMS LIMITED - BANGALORE,FLAGGED - EXISTING CUSTOMER
Vitro (Planned),P,FLAGGED - EXISTING CUSTOMER
Tata Motors (Lubes),Linclimited,FLAGGED - EXISTING CUSTOMER
Lodha (Buyer),Linclimited,FLAGGED - EXISTING CUSTOMER
Servo (IOCL Brand),OCL INDIA LIMITED,FLAGGED - EXISTING CUSTOMER
Star Paper Mills,Ittihad Paper Mill,FLAGGED - EXISTING CUSTOMER
Flipkart,P,FLAGGED - EXISTING CUSTOMER
Petsworld (D2C),P,FLAGGED - EXISTING CUSTOMER
Cargill India (Coal),Linclimited,FLAGGED - EXISTING CUSTOMER
Oriental Bitumen,Linclimited,FLAGGED - EXISTING CUSTOMER
Georgia Pacific,P,FLAGGED - EXISTING CUSTOMER
HNG Float Glass,Float Glass Limited,FLAGGED - EXISTING CUSTOMER
Home Centre (Lifestyle),HOME CENTRE,FLAGGED - EXISTING CUSTOMER
Signode India,DE,FLAGGED - EXISTING CUSTOMER
IFFCO (Phosphogypsum),P,FLAGGED - EXISTING CUSTOMER
Parry Sugars (Puducherry unit),P,FLAGGED - EXISTING CUSTOMER
MCL,McLane Sunwest,FLAGGED - EXISTING CUSTOMER
Shubham Gypsum,P,FLAGGED - EXISTING CUSTOMER
MAK (BPCL Brand),P,FLAGGED - EXISTING CUSTOMER
DLF Ltd,DLF BRANDS PRIVATE LIMITED,FLAGGED - EXISTING CUSTOMER
Mundra/Kandla Port,P,FLAGGED - EXISTING CUSTOMER
Mahadik Sugar (Radhanagri),K+S,FLAGGED - EXISTING CUSTOMER
Malaprabha SSK,P,FLAGGED - EXISTING CUSTOMER
Sagar Cement (Buyer),Sagar Cements,FLAGGED - EXISTING CUSTOMER
Thiru Arooran Sugars,sugarindia,FLAGGED - EXISTING CUSTOMER
Coromandel (PG),Man Industries Ltd,FLAGGED - EXISTING CUSTOMER
Bannari Amman Sugars,Man Industries Ltd,FLAGGED - EXISTING CUSTOMER
Orient Paper (CK Birla),Orient Paper India Ltd,FLAGGED - EXISTING CUSTOMER
Ghataprabha SSK,P,FLAGGED - EXISTING CUSTOMER
Amcor India,Ramco Industries,FLAGGED - EXISTING CUSTOMER
Sobha Ltd,SOBHA Limited,FLAGGED - EXISTING CUSTOMER
Lodha Group,Dodhia Group,FLAGGED - EXISTING CUSTOMER
Hindustan Gypsum,P,FLAGGED - EXISTING CUSTOMER
NCL,Nycil,FLAGGED - EXISTING CUSTOMER
Calumet India,Linclimited,FLAGGED - EXISTING CUSTOMER
Cambria India,MBR,FLAGGED - EXISTING CUSTOMER
WCL,Linclimited,FLAGGED - EXISTING CUSTOMER
Ramco Cement (Buyer),Ramco Industries,FLAGGED - EXISTING CUSTOMER
Rs 500 Cr from Sugar/Ethanol,Linclimited,FLAGGED - EXISTING CUSTOMER
Accounts,ACC Limited,FLAGGED - EXISTING CUSTOMER
SM Shankarrao Mohite Patil SSK,P,FLAGGED - EXISTING CUSTOMER
Zuari Cement,Rain Cement Limited,FLAGGED - EXISTING CUSTOMER
Sri Chamundeswari Sugars,sugarindia,FLAGGED - EXISTING CUSTOMER
Dalmia Bharat Cement,Linclimited,FLAGGED - EXISTING CUSTOMER
Ambuja Cements,Taj Cement,FLAGGED - EXISTING CUSTOMER
HeidelbergCement India,Heidelberg Cement India,FLAGGED - EXISTING CUSTOMER
Shree Ajit Pulp & Paper,Century Pulp and Paper,FLAGGED - EXISTING CUSTOMER
JK Lakshmi Cement,JK Lakshmi Cement - Plant Automation + TMS,FLAGGED - EXISTING CUSTOMER
ACC/Ambuja (Buyer),C&A,FLAGGED - EXISTING CUSTOMER
EID Parry (Murugappa),P,FLAGGED - EXISTING CUSTOMER
ITC Hotels,Linclimited,FLAGGED - EXISTING CUSTOMER
Adani Power (FGD),Adani Power Ltd.,FLAGGED - EXISTING CUSTOMER
Godrej Properties,Godrej,FLAGGED - EXISTING CUSTOMER
Nynas India,Nynas,FLAGGED - EXISTING CUSTOMER
Nirani Sugars (MRN Group),P,FLAGGED - EXISTING CUSTOMER
Mahindra Lifespaces,Mahindra Logistics,FLAGGED - EXISTING CUSTOMER
Shahu Kagal SSK,Linclimited,FLAGGED - EXISTING CUSTOMER
DLF (Stone),Linclimited,FLAGGED - EXISTING CUSTOMER
Chennai Port,P,FLAGGED - EXISTING CUSTOMER
Brigade Enterprises,KR ENTERPRISES,FLAGGED - EXISTING CUSTOMER
Deccan Cements,Deccan Cements,FLAGGED - EXISTING CUSTOMER
Oberoi Realty,Linclimited,FLAGGED - EXISTING CUSTOMER
Embassy Group,Compass Group India,FLAGGED - EXISTING CUSTOMER
Orient Cement,Rain Cement Limited,FLAGGED - EXISTING CUSTOMER
JK Cement,KJS Cement,FLAGGED - EXISTING CUSTOMER
Ramco Cements,The Ramco Cements Limited,FLAGGED - EXISTING CUSTOMER
All major players,P,FLAGGED - EXISTING CUSTOMER
All players,P,FLAGGED - EXISTING CUSTOMER
Birla Corporation,Raj Corporation Limited,FLAGGED - EXISTING CUSTOMER
Wonder Cement,Wonder Cement Limited,FLAGGED - EXISTING CUSTOMER
Gurudatta Sugars,sugarindia,FLAGGED - EXISTING CUSTOMER
H&R Johnson (Prism Johnson),H & R JOHNSON (INDIA) L-,FLAGGED - EXISTING CUSTOMER
Vishwaraj Sugar,sugarindia,FLAGGED - EXISTING CUSTOMER
Hills Pet Nutrition,HIL LIMITED,FLAGGED - EXISTING CUSTOMER
Oji India Packaging,Corys Packaging,FLAGGED - EXISTING CUSTOMER
Maruti Genuine (MGP),P,FLAGGED - EXISTING CUSTOMER
Volume (MT),Linclimited,FLAGGED - EXISTING CUSTOMER
Cosmo Films (Cosmo First),Cosmo Films Ltd.,FLAGGED - EXISTING CUSTOMER
Aminco Resources,Carbon Resources,FLAGGED - EXISTING CUSTOMER
Radhesham Wellpack (JK Paper),JK PAPER LIMITED,FLAGGED - EXISTING CUSTOMER
Horizon Packs (JK Paper),JK PAPER LIMITED,FLAGGED - EXISTING CUSTOMER
Yash Pakka (Pakka Ltd),P,FLAGGED - EXISTING CUSTOMER
KCP Sugar,P,FLAGGED - EXISTING CUSTOMER
Pudumjee Paper,P,FLAGGED - EXISTING CUSTOMER
Taj Hotels (IHCL),Linclimited,FLAGGED - EXISTING CUSTOMER
Dalmia Cement (Buyer),Linclimited,FLAGGED - EXISTING CUSTOMER
TNPL,Itpl,FLAGGED - EXISTING CUSTOMER
Constantia Flexibles,Linclimited,FLAGGED - EXISTING CUSTOMER
Andhra Paper,P,FLAGGED - EXISTING CUSTOMER
SML Films,Cosmo Films Ltd.,FLAGGED - EXISTING CUSTOMER
Flex Films (Uflex),Fil,FLAGGED - EXISTING CUSTOMER
Ruchira Papers,Hira Industries,FLAGGED - EXISTING CUSTOMER
Shree Renuka Sugars,REE,FLAGGED - EXISTING CUSTOMER
# Accounts,ACC Limited,FLAGGED - EXISTING CUSTOMER
Jaquar,Jaguar,FLAGGED - EXISTING CUSTOMER
Imports,P,FLAGGED - EXISTING CUSTOMER
ECL,Excel Industries Ltd.,FLAGGED - EXISTING CUSTOMER
Dr. Patangrao Kadam Sonhira SSK,Hira Industries,FLAGGED - EXISTING CUSTOMER
Krantiagrani Dr. GD Bapu Lad SSK,P,FLAGGED - EXISTING CUSTOMER
Rajarambapu Patil SSK,P,FLAGGED - EXISTING CUSTOMER
Vasantdada Sugar (Pravara),P,FLAGGED - EXISTING CUSTOMER
Ugar Sugar Works,Ugar Sugar Works Ltd.,FLAGGED - EXISTING CUSTOMER
Ponni Sugars,P,FLAGGED - EXISTING CUSTOMER
TATA Motors (Lubes),Linclimited,FLAGGED - EXISTING CUSTOMER
