Company,Category,Segment,Sub_Segment,Account_Type,HQ,Key_Locations,Sales_Rs_Cr,Employees,Total_Logistics_Spend_Rs_Cr,Priority,tier0_score,tier0_tier
Reliance Industries (O&G),Energy & Fuel,Oil Gas Services,E&P/Refining,Penetration,Mumbai,"Jamnagar (GJ), KG Basin",800000.0,25000.0,405.0,,65,high_priority
Waaree Energies,Energy & Fuel,Solar Renewable,Solar Modules,Expansion,Mumbai,"Surat (GJ), Tumb (GJ), Chikhli (GJ), USA",12000.0,4000.0,315.0,,65,high_priority
ReNew Power,Auto & Engineering,Project Cargo,Renewable,Penetration,Gurugram,Pan-India,6000.0,3000.0,103.0,,65,high_priority
L&T Metro Rail,Steel & Metals,Steel Railways,EPC,Penetration,Mumbai,"Vadodara (GJ), Chennai",8000.0,5000.0,145.0,,65,high_priority
Microns,Mining & Minerals,Industrial Minerals,Industrial,Expansion,Vadodara,"Alwar (RJ), Pithampur (MP), Kutch",800.0,1500.0,30.0,,65,high_priority
IFB Industries,FMCG & Consumer,Consumer Durables,WM/Appliances,Penetration,Kolkata,"Verna (GA), Kolkata (WB)",3800.0,3500.0,104.0,,65,high_priority
Chemical Traders,Chemicals & Petrochemicals,Acids Solvents,Trading,Penetration,,"Gujarat, Maharashtra",10000.0,3000.0,132.0,,65,high_priority
Gujarat Narmada Valley,Chemicals & Petrochemicals,Fertilizers,PSU,Penetration,Bharuch,Bharuch (GJ),7500.0,4500.0,135.0,,65,high_priority
Realme India,FMCG & Consumer,Consumer Durables,Electronics,Penetration,Noida,Greater Noida (UP),8000.0,1500.0,104.0,,65,high_priority
GMDC,Mining & Minerals,Industrial Minerals,Multi-Mineral,Expansion,Ahmedabad,"Gujarat (Kutch, Patan, Bhavnagar)",1800.0,3000.0,40.0,,65,high_priority
Bajaj Electricals,FMCG & Consumer,Consumer Durables,Appliances,Penetration,Mumbai,"Chakan (MH), Baddi (HP)",5200.0,2800.0,135.0,,65,high_priority
Supreme Industries,Building & Construction,Pipes Fittings,PVC/HDPE,Expansion,Mumbai,"Jalgaon (MH), Gadegaon, Hosur, Kharagpur, Malanpur",10000.0,8000.0,139.0,,65,high_priority
MTR Foods,FMCG & Consumer,Food Processing,RTE,Expansion,Bangalore,"Bangalore (KA), Pune (MH), Haridwar (UK)",2000.0,1500.0,35.0,,65,high_priority
SAIL (Pig Iron),Steel & Metals,Sponge Pig Iron,Pig Iron,Penetration,Delhi,"Bhilai, Bokaro, Rourkela, Burnpur, Durgapur",5000.0,5000.0,100.0,,65,high_priority
Sika India,Chemicals & Petrochemicals,Adhesives Sealants,Construction,Expansion,Gurugram,"Goa, Ambernath (MH), Kolkata, Roorkee",2000.0,1200.0,35.0,,65,high_priority
Solara Active Pharma,FMCG & Consumer,Pharma Healthcare,API,Penetration,Chennai,"Mysore (KA), Cuddalore (TN), Vizag (AP)",2200.0,3000.0,31.0,,60,high_priority
Videocon (VVCL),FMCG & Consumer,Consumer Durables,White/Brown,Penetration,Mumbai,"Aurangabad (MH), Nanded (MH), Kashipur (UK)",2000.0,3000.0,65.0,,60,high_priority
Suzuki Motorcycle,Auto & Engineering,Auto Oem,2W,Penetration,Delhi,Gurugram (HR),6500.0,2500.0,64.0,,60,high_priority
Filatex India,Chemicals & Petrochemicals,Synthetic Fibres,Polyester,Expansion,Delhi,"Dahej (GJ), Dadra",2000.0,1500.0,41.0,,60,high_priority
RHI Magnesita,Mining & Minerals,Industrial Minerals,Refractories,Penetration,Austria,"Raigad (MH), Bhiwadi (RJ), Vizag",1200.0,1500.0,41.0,,60,high_priority
Ajanta Pharma,FMCG & Consumer,Pharma Healthcare,Formulations,Penetration,Mumbai,"Aurangabad (MH), Deonar (MH), Baddi",4500.0,8000.0,61.0,,60,high_priority
Sintex Industries,Chemicals & Petrochemicals,Petrochemicals Polymers,Plastics,Penetration,Kalol,"Kalol (GJ), Bhachau (GJ)",2500.0,3500.0,61.0,,60,high_priority
Elgi Rubber,Chemicals & Petrochemicals,Rubber Latex,Industrial,Expansion,Coimbatore,"Coimbatore (TN), Ranipet",800.0,1200.0,30.0,,60,high_priority
NPCIL,Auto & Engineering,Project Cargo,Nuclear,Penetration,Mumbai,Pan-India,15000.0,18000.0,65.0,,60,high_priority
Strides Pharma,FMCG & Consumer,Pharma Healthcare,Formulations,Penetration,Bangalore,"Bangalore (KA), Puducherry, Baddi",4500.0,5000.0,61.0,,60,high_priority
Kaynes Technology,FMCG & Consumer,Consumer Durables,EMS,Penetration,Mysore,"Mysore (KA), Manesar (HR), Pune (MH)",2200.0,2500.0,65.0,,60,high_priority
John Distilleries,FMCG & Consumer,Beverages,IMFL,Penetration,Bangalore,"Goa, Karnataka, Andhra Pradesh",2000.0,1500.0,65.0,,60,high_priority
GNFC,Chemicals & Petrochemicals,Acids Solvents,Multi,Expansion,Bharuch,Bharuch (GJ),8000.0,3500.0,65.0,,60,high_priority
CNH (New Holland),Auto & Engineering,Auto Oem,Tractors,Penetration,Noida,Greater Noida (UP),6000.0,2500.0,64.0,,60,high_priority
V V Mineral,Mining & Minerals,Mining Minerals,Beach Sand,Penetration,Tirunelveli,Tamil Nadu (Kanyakumari),1500.0,2500.0,39.0,,60,high_priority
Insecticides India,Chemicals & Petrochemicals,Agrochemicals,Formulations,Penetration,Delhi,"Chopanki (RJ), Samba (J&K), Dahej (GJ)",1800.0,1200.0,61.0,,60,high_priority
Rail Wheel Factory,Steel & Metals,Steel Railways,Wheels,Expansion,Bangalore,"Yelahanka (KA), Chhapra (BR)",2500.0,4000.0,61.0,,60,high_priority
Hitech Plast,Chemicals & Petrochemicals,Petrochemicals Polymers,Packaging,Penetration,Mumbai,"Silvassa, Daman, Chennai",1200.0,800.0,31.0,,60,high_priority
Maithan Alloys,Steel & Metals,Ferro Alloys,Silico Mn,Expansion,Kolkata,"Kalyaneshwari (WB), Meghalaya",1400.0,1200.0,41.0,,60,high_priority
Leela Ship Recycling,Steel & Metals,Metal Scrap,Seller,Expansion,Bhavnagar,Alang (GJ),1500.0,1200.0,39.0,,60,high_priority
Anupam Rasayan,Chemicals & Petrochemicals,Specialty Chemicals,Custom Synthesis,Penetration,Surat,"Sachin (GJ), Jhagadia (GJ), Ankleshwar",1800.0,2500.0,61.0,,60,high_priority
Sarda Energy,Steel & Metals,Steel Semi Finished,Integrated,Expansion,Raipur,"Raipur (CG), Siltara (CG)",3500.0,1600.0,30.0,,60,high_priority
Liberty Shoes,Chemicals & Petrochemicals,Rubber Latex,Footwear,Penetration,Karnal,"Karnal (HR), Delhi, Hyderabad",800.0,5000.0,30.0,,60,high_priority
Ather Energy,Auto & Engineering,Auto Oem,EV 2W,Penetration,Bangalore,"Hosur (TN), Dharwad (KA)",1800.0,1500.0,40.0,,60,high_priority
DCM Shriram (Chlor-Alkali),Chemicals & Petrochemicals,Acids Solvents,Chlor-Alkali,Expansion,Delhi,"Kota (RJ), Bharuch (GJ)",4000.0,2000.0,40.0,,60,high_priority
Sandur Manganese,Mining & Minerals,Mining Minerals,Manganese,Penetration,Hospet,Karnataka (Sandur),1200.0,1500.0,31.0,,60,high_priority
Tata Metaliks,Steel & Metals,Sponge Pig Iron,Pig Iron,Expansion,Kolkata,Kharagpur (WB),3500.0,2000.0,66.0,,60,high_priority
Vinati Organics,Chemicals & Petrochemicals,Specialty Chemicals,Specialty,Expansion,Mumbai,"Lote (MH), Mahad (MH)",2100.0,1200.0,65.0,,60,high_priority
JBF Industries,Chemicals & Petrochemicals,Synthetic Fibres,Polyester,Expansion,Mumbai,"Sarigam (GJ), Silvassa",4000.0,2500.0,66.0,,60,high_priority
Everest Masala,FMCG & Consumer,Food Grains Staples,Spices,Penetration,Mumbai,"Jogeshwari (MH), Baddi (HP)",2200.0,3000.0,69.0,,60,high_priority
Century Rayon (Birla),Chemicals & Petrochemicals,Synthetic Fibres,Viscose,Expansion,Mumbai,Shahad (MH),1500.0,2500.0,36.0,,60,high_priority
Nuziveedu Seeds,Chemicals & Petrochemicals,Agrochemicals,Seeds,Penetration,Hyderabad,"Hyderabad (TS), Guntur (AP), Ranebennur (KA)",1800.0,2500.0,69.0,,60,high_priority
Godawari Power,Steel & Metals,Steel Semi Finished,Integrated,Expansion,Raipur,Raipur (CG),4500.0,2000.0,36.0,,60,high_priority
Pennar Industries,Steel & Metals,Steel Flats Longs,Fabricator,Penetration,Hyderabad,"Hyderabad (TS), Chennai (TN), Pune (MH)",3000.0,1500.0,23.0,,60,high_priority
DS Group (Catch),FMCG & Consumer,Food Processing,Spices,Penetration,Noida,"Noida (UP), Kosi (UP), Haridwar",6000.0,3000.0,71.0,,60,high_priority
Bikanervala,FMCG & Consumer,Dairy Products,Sweets,Penetration,Delhi,"Delhi, Mumbai, Dubai",2000.0,1500.0,22.0,,60,high_priority
Hira Ferro Alloys,Steel & Metals,Sponge Pig Iron,Sponge,Expansion,Raipur,Raipur (CG),1500.0,1200.0,36.0,,60,high_priority
Alstom India,Steel & Metals,Steel Railways,Metro/Loco,Expansion,Bangalore,"Sri City (AP), Bangalore",3500.0,3000.0,72.0,,60,high_priority
Prataap Snacks,FMCG & Consumer,Food Processing,Snacks,Penetration,Indore,"Indore (MP), Guwahati, Karnal, Kolkata",1800.0,1500.0,35.0,,60,high_priority
Sarda Energy & Minerals,Steel & Metals,Steel Wire Products,Wire Rods,Expansion,Raipur,Raipur (CG),2500.0,2500.0,73.0,,60,high_priority
Birla Carbon,Chemicals & Petrochemicals,Graphite Carbon,Carbon Black,Penetration,Mumbai,"Renukoot, Patalganga, Taloja",6000.0,2500.0,73.0,,60,high_priority
MOIL (Manganese),Mining & Minerals,Industrial Minerals,Manganese,Expansion,Nagpur,"Nagpur (MH), Balaghat (MP)",1500.0,5000.0,35.0,,60,high_priority
JVL Agro (Liberty),FMCG & Consumer,Edible Oils,FMCG,Penetration,Delhi,"Kandla (GJ), Delhi, Kolkata",3000.0,1500.0,73.0,,60,high_priority
Relaxo Footwears,Chemicals & Petrochemicals,Rubber Latex,Footwear,Penetration,Delhi,"Bhiwadi (RJ), Haridwar, Bahadurgarh",3000.0,8000.0,73.0,,60,high_priority
Kohinoor Foods,FMCG & Consumer,Food Grains Staples,Rice,Penetration,Gurugram,"Murthal (HR), Karnal (HR)",2500.0,1200.0,73.0,,60,high_priority
Capital Foods,FMCG & Consumer,Fmcg Foods Personal Care,Sauces,Penetration,Mumbai,"Gurgaon (HR), Mumbai, Bangalore",600.0,800.0,21.0,,60,high_priority
National Oxygen,Chemicals & Petrochemicals,Industrial Gases,Medical/Industrial,Expansion,Delhi,"Delhi-NCR, UP, Rajasthan",500.0,600.0,21.0,,60,high_priority
Mylan (Viatris),FMCG & Consumer,Pharma Healthcare,Generics,Penetration,Hyderabad,"Hyderabad (TS), Bangalore, Indore",5500.0,6000.0,73.0,,60,high_priority
National Steel (SSC),Steel & Metals,Steel Flats Longs,SSC,Penetration,Mumbai,"Mumbai, Delhi, Chennai, Kolkata, Bangalore",3000.0,1000.0,33.0,,60,high_priority
Parag Milk Foods,FMCG & Consumer,Dairy Products,Value-Added,Expansion,Pune,"Manchar (MH), Palamaner (AP)",2800.0,1500.0,33.0,,60,high_priority
Globus Spirits,FMCG & Consumer,Beverages,ENA/IMFL,Penetration,Delhi,"Behror (RJ), Jhunjhunu (RJ), WB",2200.0,1200.0,69.0,,60,high_priority
Greaves Cotton (Ampere),Auto & Engineering,Auto Oem,EV 2W/3W,Penetration,Bangalore,"Coimbatore (TN), Ranipet",2800.0,2200.0,33.0,,60,high_priority
Goyal MG Gases,Chemicals & Petrochemicals,Industrial Gases,Atmospheric,Expansion,Ghaziabad,"North India (Ghaziabad, Lucknow, Kanpur)",800.0,800.0,31.0,,60,high_priority
Dabur (Foods),FMCG & Consumer,Food Processing,RTE,Penetration,Gurugram,"Baddi (HP), Pantnagar (UK), Tezpur (AS)",2500.0,1200.0,38.0,,60,high_priority
Plastiblends India,Chemicals & Petrochemicals,Petrochemicals Polymers,Masterbatch,Penetration,Mumbai,"Daman, Silvassa, Vapi (GJ)",1500.0,800.0,38.0,,60,high_priority
SOM Distilleries,FMCG & Consumer,Beverages,IMFL/Beer,Penetration,Bhopal,"Bhopal (MP), Raisen (MP), Hassan (KA)",900.0,1200.0,31.0,,60,high_priority
Ratnamani Metals,Steel & Metals,Steel Pipes Tubes,SS Tubes,Expansion,Ahmedabad,"Chhatral (GJ), Kutch (GJ)",5500.0,2200.0,66.0,,60,high_priority
Bajaj Consumer,FMCG & Consumer,Fmcg Foods Personal Care,Personal Care,Penetration,Mumbai,"Baddi (HP), Himachal",1100.0,1200.0,37.0,,60,high_priority
Jindal Poly Films,Chemicals & Petrochemicals,Synthetic Fibres,Films,Penetration,Delhi,"Nasik (MH), Silvassa, Bangalore",3500.0,2500.0,66.0,,60,high_priority
Pennar Industries,Steel & Metals,Steel Coils,CR/Galvanized,Penetration,Hyderabad,"Hyderabad (TS), Chennai (TN), Pune (MH)",3000.0,1500.0,23.0,,60,high_priority
Welspun Steel,Steel & Metals,Steel Flats Longs,Specialty,Expansion,Mumbai,"Anjar (GJ), Dahej (GJ)",5000.0,2000.0,33.0,,60,high_priority
Gallantt Metal,Steel & Metals,Steel Semi Finished,Secondary,Expansion,Kolkata,"Durgapur (WB), Gorakhpur (UP)",2500.0,1200.0,23.0,,60,high_priority
KIOCL Ltd,Mining & Minerals,Mining Minerals,Iron Ore/Pellets,Penetration,Bangalore,"Kudremukh (KA), Mangalore (KA)",3500.0,2500.0,67.0,,60,high_priority
Gallantt Metal,Steel & Metals,Steel Structural,Secondary,Expansion,Kolkata,"Durgapur (WB), Gorakhpur (UP)",3500.0,1500.0,33.0,,60,high_priority
Fenner India,Chemicals & Petrochemicals,Rubber Latex,Conveyor,Expansion,Madurai,"Madurai (TN), Hosur",900.0,1500.0,33.0,,60,high_priority
Balasore Alloys,Steel & Metals,Ferro Alloys,Ferro Chrome,Expansion,Kolkata,"Balasore (OD), Sukinda",1200.0,1500.0,36.0,,60,high_priority
Supreme Petrochem,Chemicals & Petrochemicals,Petrochemicals Polymers,PS/EPS,Expansion,Mumbai,Amdoshi (MH),3200.0,800.0,68.0,,60,high_priority
Pennar Industries (Tubes),Steel & Metals,Steel Pipes Tubes,ERW,Penetration,Hyderabad,"Hyderabad (TS), Chennai (TN), Pune (MH)",3000.0,1500.0,36.0,,60,high_priority
SAIL (Scrap),Steel & Metals,Metal Scrap,Buyer,Penetration,Delhi,"Bokaro, Durgapur, Bhilai, Rourkela, Burnpur",3500.0,1000.0,68.0,,60,high_priority
Godrej Process Equipment,Auto & Engineering,Project Cargo,Reactors,Expansion,Mumbai,"Vikhroli (MH), Dahej (GJ)",3000.0,2500.0,68.0,,60,high_priority
Action Construction Equipment (ACE),Auto & Engineering,Construction Mining Equipment,,Expansion,Faridabad,,2914.0,2500.0,0.0,,60,high_priority
Sangam India,Chemicals & Petrochemicals,Synthetic Fibres,Spinning,Penetration,Bhilwara,"Bhilwara (RJ), Atun, Chittor",2000.0,6000.0,46.0,,60,high_priority
Givaudan India,FMCG & Consumer,Fmcg Foods Personal Care,Flavors/Fragrances,Penetration,Geneva,"Daman, Jigani (KA)",2800.0,1200.0,60.0,,60,high_priority
Tirumala Milk,FMCG & Consumer,Dairy Products,Private,Penetration,Hyderabad,"Hyderabad, Vijayawada, Warangal",2500.0,1200.0,26.0,,60,high_priority
Sany India,Auto & Engineering,Construction Mining Equipment,,Expansion,Pune,,9000.0,2500.0,0.0,,60,high_priority
Sarda Mines,Mining & Minerals,Mining Minerals,Iron Ore,Penetration,Raipur,"Odisha, Chhattisgarh",2000.0,1200.0,48.0,,60,high_priority
Wockhardt Ltd,FMCG & Consumer,Pharma Healthcare,Formulations/API,Penetration,Mumbai,"Aurangabad (MH), Shendra (MH), Baddi",3500.0,7000.0,48.0,,60,high_priority
Navin Fluorine,Chemicals & Petrochemicals,Petrochemicals Polymers,Fluoropolymers,Penetration,Mumbai,"Surat (GJ), Dewas (MP)",2200.0,1200.0,48.0,,60,high_priority
BEML Limited,Auto & Engineering,Construction Mining Equipment,,Expansion,Bengaluru,,4054.0,8500.0,0.0,,60,high_priority
Tata Metaliks (DI),Steel & Metals,Steel Pipes Tubes,DI Pipes,Expansion,Kolkata,Kharagpur (WB),3500.0,1500.0,45.0,,60,high_priority
JLR India,Auto & Engineering,Auto Oem,Premium PV,Penetration,Pune,Pune (MH),8000.0,1200.0,45.0,,60,high_priority
National Mineral Dev,Steel & Metals,Steel Coils,Mining/Steel,Penetration,Hyderabad,"Donimalai (KA), Daitari (OD)",20000.0,6000.0,45.0,,60,high_priority
Sunflag Iron & Steel,Steel & Metals,Steel Wire Products,Wire Rods,Expansion,Nagpur,Bhandara (MH),1500.0,2000.0,49.0,,60,high_priority
Tata Hitachi Construction Machinery,Auto & Engineering,Construction Mining Equipment,,Expansion,Bengaluru,,5000.0,4000.0,0.0,,60,high_priority
L&T Construction & Mining,Auto & Engineering,Construction Mining Equipment,,Expansion,Chennai,,3500.0,3000.0,0.0,,60,high_priority
Hi-Tech Pipes,Steel & Metals,Steel Coils,Tubes/Coils,Penetration,Delhi,"Sikandrabad (UP), Khopoli (MH), Sanand (GJ)",4500.0,2000.0,45.0,,60,high_priority
MTR Foods (Orkla),FMCG & Consumer,Food Grains Staples,Ready-to-Cook,Penetration,Bangalore,"Bangalore (KA), Pune (MH)",1500.0,2000.0,49.0,,60,high_priority
Piaggio India,Auto & Engineering,Auto Oem,3W,Penetration,Pune,Baramati (MH),3500.0,1800.0,45.0,,60,high_priority
D.P. Wires,Steel & Metals,Steel Wire Products,Nails/Wire,Expansion,Raipur,"Raipur (CG), Ludhiana (PB)",800.0,1200.0,30.0,,60,high_priority
Garden Silk Mills,Chemicals & Petrochemicals,Synthetic Fibres,Polyester,Expansion,Surat,"Surat (GJ), Vapi",2500.0,3000.0,49.0,,60,high_priority
BASF India (Chemicals),Chemicals & Petrochemicals,Acids Solvents,Specialty,Expansion,Mumbai,"Mangalore (KA), Thane (MH)",5000.0,2000.0,49.0,,60,high_priority
Yazaki India,Auto & Engineering,Wires Cables,Auto,Penetration,,"Chennai, Pune, Bangalore",2000.0,2500.0,49.0,,60,high_priority
Marico (Foods),FMCG & Consumer,Food Processing,Edible,Penetration,Mumbai,"Mumbai, Jalgaon, Perundurai",3000.0,1500.0,44.0,,60,high_priority
Prashant Ship Breaking,Steel & Metals,Metal Scrap,Seller,Expansion,Bhavnagar,Alang (GJ),2000.0,1500.0,50.0,,60,high_priority
Jupiter Wagons,Steel & Metals,Steel Railways,Wagons,Expansion,Kolkata,"Howrah (WB), Jamshedpur (JH)",2000.0,2500.0,48.0,,60,high_priority
L&T Heavy Engineering,Auto & Engineering,Power Industrial Equipment,,Expansion,Mumbai,,8765.0,15000.0,0.0,,60,high_priority
Cimmco (Titagarh),Steel & Metals,Steel Railways,Castings,Expansion,Jaipur,Bharatpur (RJ),800.0,1200.0,27.0,,60,high_priority
Fosroc India,Chemicals & Petrochemicals,Paints Coatings,Construction,Penetration,Bangalore,"Bangalore (KA), Mumbai, Gurgaon",800.0,600.0,28.0,,60,high_priority
Vijay Solvex,FMCG & Consumer,Edible Oils,Mustard,Expansion,Alwar,"Alwar (RJ), Jaipur",2500.0,1200.0,46.0,,60,high_priority
Kirloskar Oil Engines,Auto & Engineering,Power Industrial Equipment,,Expansion,Pune,,6349.0,4500.0,0.0,,60,high_priority
Lloyds Metals,Steel & Metals,Steel Coils,Integrated,Expansion,Mumbai,"Ghugus (MH), Konsari (MH)",8000.0,3000.0,46.0,,60,high_priority
Man Industries,Steel & Metals,Steel Pipes Tubes,HSAW,Expansion,Mumbai,"Pithampur (MP), Anjar (GJ)",3500.0,1500.0,46.0,,60,high_priority
Rathi Steel & Power,Steel & Metals,Sponge Pig Iron,Sponge,Expansion,Delhi,"Ghaziabad (UP), Bhiwadi (RJ)",2000.0,1500.0,46.0,,60,high_priority
Nahar Spinning,Chemicals & Petrochemicals,Synthetic Fibres,Spinning,Penetration,Ludhiana,"Ludhiana (PB), Lalru (PB), Dappar",2000.0,5000.0,46.0,,60,high_priority
Astral Adhesives,Chemicals & Petrochemicals,Adhesives Sealants,Construction,Expansion,Ahmedabad,"Santej (GJ), Hosur (TN), Haridwar (UK)",1800.0,1000.0,29.0,,60,high_priority
Gujarat Alkalies (GACL),Chemicals & Petrochemicals,Acids Solvents,Chlor-Alkali,Expansion,Vadodara,"Dahej (GJ), Vadodara",4500.0,2500.0,46.0,,60,high_priority
ABB India,Auto & Engineering,Power Industrial Equipment,,Expansion,Bengaluru,,10000.0,10000.0,0.0,,60,high_priority
Carborundum Universal,Mining & Minerals,Industrial Minerals,Abrasives,Penetration,Chennai,"Thiruvottiyur (TN), Hosur, Pune",1500.0,3000.0,46.0,,60,high_priority
Ashapura Minechem,Mining & Minerals,Industrial Minerals,Bentonite,Expansion,Mumbai,"Kutch (GJ), Rajasthan",1200.0,2500.0,46.0,,60,high_priority
Ather Energy,Auto & Engineering,Two Wheelers Tractors,EV 2W,Expansion,Bangalore,"Hosur (TN), Dharwad (KA)",1800.0,1500.0,46.0,,60,high_priority
Gates India,Chemicals & Petrochemicals,Rubber Latex,Industrial,Expansion,Mumbai,"Malanpur (MP), Changodar (GJ)",1500.0,1500.0,46.0,,60,high_priority
Suzlon Energy,Auto & Engineering,Power Industrial Equipment,,Expansion,Pune,,8481.0,8000.0,0.0,,60,high_priority
RSMML,Mining & Minerals,Mining Minerals,Rock Phosphate,Penetration,Udaipur,"Rajasthan (Jhamarkotra, Udaipur)",1800.0,3000.0,46.0,,60,high_priority
Hitachi Energy India,Auto & Engineering,Power Industrial Equipment,,Expansion,Bengaluru,,6442.0,4500.0,0.0,,60,high_priority
Diamond Power,Auto & Engineering,Wires Cables,Power,Expansion,Vadodara,"Vadodara (GJ), Silvassa",2000.0,1200.0,46.0,,60,high_priority
CG Power & Industrial,Auto & Engineering,Power Industrial Equipment,,Expansion,Mumbai,,8046.0,8000.0,0.0,,60,high_priority
Kirloskar Brothers,Auto & Engineering,Project Cargo,Pumps,Expansion,Pune,"Kirloskarvadi (MH), Dewas (MP)",5000.0,4000.0,47.0,,60,high_priority
Hindustan Unilever (Ice),FMCG & Consumer,Dairy Products,Ice Cream,Penetration,Mumbai,"Mumbai, Nasik, Kolkata",4000.0,2000.0,44.0,,60,high_priority
Kaveri Seeds (Grains),FMCG & Consumer,Food Grains Staples,Seeds/Grains,Penetration,Secunderabad,"Hyderabad (TS), Guntur (AP)",1400.0,1800.0,50.0,,60,high_priority
PSL Ltd,Steel & Metals,Steel Pipes Tubes,HSAW,Penetration,Ahmedabad,"Kandla (GJ), Vizag (AP), Chennai (TN)",3500.0,1500.0,50.0,,60,high_priority
RINL (Vizag Steel),Steel & Metals,Steel Flats Longs,Integrated,Expansion,Vizag,Visakhapatnam (AP),8000.0,5000.0,41.0,,60,high_priority
Goodyear India (Rubber),Chemicals & Petrochemicals,Rubber Latex,Industrial,Expansion,Gurugram,Ballabgarh (HR),2500.0,2000.0,58.0,,60,high_priority
Gujarat Fluorochemicals,Chemicals & Petrochemicals,Acids Solvents,Fluorine,Expansion,Noida,"Dahej (GJ), Ranjitnagar",6000.0,2500.0,58.0,,60,high_priority
Motherson Sumi (Wires),Auto & Engineering,Wires Cables,Auto,Penetration,Noida,"Noida, Chennai, Pune, Gurgaon",2500.0,3000.0,58.0,,60,high_priority
Hindalco (Captive),Mining & Minerals,Industrial Minerals,Bauxite,Penetration,Mumbai,"Odisha, Jharkhand, CG",0.0,2000.0,58.0,,60,high_priority
Phillips Carbon,Chemicals & Petrochemicals,Graphite Carbon,Carbon Black,Penetration,Kolkata,"Durgapur, Kochi, Palej, Mundra",4500.0,2000.0,58.0,,60,high_priority
John Deere India,Auto & Engineering,Auto Oem,Tractors,Penetration,Pune,"Pune (MH), Dewas (MP)",5500.0,3000.0,58.0,,60,high_priority
Gokul Agro,FMCG & Consumer,Edible Oils,Refining,Expansion,Ahmedabad,"Sidhpur (GJ), Gondal",3500.0,1500.0,58.0,,60,high_priority
Gujarat Mineral Corp,Mining & Minerals,Mining Minerals,Various,Penetration,Ahmedabad,"Gujarat (Kutch, Bhavnagar)",2500.0,2500.0,58.0,,60,high_priority
Tata AutoComp,Chemicals & Petrochemicals,Rubber Latex,Auto Rubber,Penetration,Pune,"Pune (MH), Chennai, Pantnagar",2500.0,4000.0,58.0,,60,high_priority
HEG Ltd,Chemicals & Petrochemicals,Graphite Carbon,Electrodes,Expansion,Delhi,Mandideep (MP),4500.0,2500.0,58.0,,60,high_priority
Verka (Punjab),FMCG & Consumer,Dairy Products,Cooperative,Penetration,Chandigarh,"Mohali, Ludhiana, Jalandhar",4500.0,2000.0,41.0,,60,high_priority
Cummins India,Auto & Engineering,Power Industrial Equipment,,Expansion,Pune,,8816.0,3000.0,0.0,,60,high_priority
